 ,,,,,,,For Andrew ,,,For Andrew ,For Andrew ,For Andrew ,For Andrew ,,
Date,SKU,Style,Color,Size,Quantity,In/Out,"Processed
(Stocky)",Notes (LightSpeed Return or Damaged),Your Name,FC Batch / INV #,FC Control #,SHOPIFY,"Processed
(FC)",,
12/21/2020,VW108,Lux Performance Tank,INK,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1197,1945,1135,TRUE,,
12/21/2020,VW303-L,Performance Jogger -Long,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1197,1945,1135,TRUE,,
12/21/2020,VW142,Plyo Tank,HCC,XS,1,In,TRUE,Lightspeed Return Giftcard,GV,1197,1945,1135,TRUE,,
12/21/2020,VW158,Daily Bra,BLK,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1197,1945,1135,TRUE,,
12/21/2020,V528,Topanga Insulated Jacket,ORE,L,1,In,TRUE,Lightspeed Return Giftcard,GV ,1197,1945,1135,TRUE,,
12/21/2020,V528,Topanga Insulated Jacket,ORE,L,1,Out,TRUE,Damaged,GV,1197,1944,1134,TRUE,,
12/21/2020,VW323,Daily Legging,BLK,XS,2,Out,TRUE,Damaged,GV,1197,1944,1134,TRUE,,
12/21/2020,V836,Vuori Camo Hat,Grey Camo,ONS,1,Out,TRUE,Damaged,GV,1197,1944,1134,TRUE,,
12/21/2020,VW323,Daily Legging,BCM,XS,1,Out,TRUE,Damaged,GV,1197,1944,1134,TRUE,,
12/21/2020,VW515,Shastat Insulated Jacket,ORE,M,1,Out,TRUE,Damaged,GV,1197,1944,1134,TRUE,,
12/21/2020,V416,Sunday Performance Jogger,BLK,S,1,Out,TRUE,Damaged,GV,1197,1944,1134,TRUE,,
12/21/2020,VW303,Performance Joggger,HTG,XS,1,Out,TRUE,Damaged,GV,1197,1944,1134,TRUE,,
12/21/2020,V430,Meta Pant,BIR,33,1,Out,TRUE,Damaged,GV,1197,1944,1134,TRUE,,
12/21/2020,VW243,Catalina Crew,HZL,XS,1,Out,TRUE,Damaged,GV,1197,1944,1134,TRUE,,
12/23/2020,V527,Russell Jacket,ORE,XL,1,In,TRUE,Lightspeed Return,GV,1200,1950,1138,TRUE,,
12/23/2020,V330,Banks Short,BKL,L,1,In,TRUE,Lightspeed Return,GV,1200,1950,1138,TRUE,,
12/23/2020,V218,Jefferys Pullover,HTG,XL,1,In,TRUE,Lightspeed Return,GV,1200,1950,1138,TRUE,,
12/23/2020,V512,Outdoor Trainer Shell,BCM,L,1,In,TRUE,Lightspeed Return,GV,1200,1950,1138,TRUE,,
12/23/2020,VW303,Performance Jogger,HCE,XS,1,In,TRUE,Lightspeed Return,GV,1200,1950,1138,TRUE,,
12/23/2020,VW516,Womens Alphine Sherrpa Jacket,ORE,M,1,In,TRUE,Lightspeed Return,GV,1200,1950,1138,TRUE,,
12/23/2020,V416,Sunday Performance Jogger,OXB,S,1,In,TRUE,Lightspeed Return,GV,1200,1950,1138,TRUE,,
12/23/2020,VW952,The Rise The Shine Tank,ARM,S,1,In,TRUE,Lightspeed Return,GV,1200,1950,1138,TRUE,,
12/23/2020,VW325,Elevation Performance Legging,BCM,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,VW303,Performance Jogger,BCM,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,V416,Sunday Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,V108,L/S Ever Henley,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,V302,Kore Short,GHE,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,VW303,Performamnce Jogger,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,V416,Sunday Performance Jogger,BLG,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,V218,Jefferys Pullover,NAT,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,VW323,Daily Legging,CCL,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,VW168,Bella Bra,HBF,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,VW303,Performance Jogger,BLK,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,VW303,Performance Jogger,HCC,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,VW303,Performance Jogger,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,V359,Bahia Boardshort,SGL,33,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,VW130,Mudra Mesh Crop Tee,LHG,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,VW220,Crescent 1/2 Zip,HCS,M,1,In,TRUE,Lightspeed Return Giftcard,GV ,1200,1951,1139,TRUE,,
12/23/2020,V126,Strato Tech Tee,HCO,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,VW323,Daily Legging,BLK,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1200,1951,1139,TRUE,,
12/23/2020,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,GV,1173795,,1137,TRUE,,
12/23/2020,VW220,Crescent 1/2 Zip,HCS,M,1,Out,TRUE,Damaged,GV,1173795,,1137,TRUE,,
12/23/2020,VW303,Performance Jogger,BCM,S,1,Out,TRUE,Damaged,GV,1173795,,1137,TRUE,,
12/23/2020,VW952,The Rise The Shine Tank,ARM,S,1,Out,TRUE,Damaged,GV,1173795,,1137,TRUE,,
12/23/2020,V341,Trail Short,Grey Texture Stripe,L,1,Out,TRUE,Damaged,GV,1173795,,1137,TRUE,,
12/23/2020,VW303,Performance Jogger,BLK,M,1,Out,TRUE,Damaged,GV,1173795,,1137,TRUE,,
12/23/2020,V164,Ace Polo,LHG,S,1,Out,TRUE,Damaged,GV,1173795,,1137,TRUE,,
12/23/2020,V512,Outdoor Trainer Shell,BCM,L,1,Out,TRUE,Damaged,GV,1173795,,1137,TRUE,,
12/23/2020,VW303,Performance Jogger,HNV,S,1,Out,TRUE,Damaged,GV,1173795,,1137,TRUE,,
12/23/2020,VW142,Plyo Tank,BLK,XS,1,Out,TRUE,Damaged,GV,1173795,,1137,TRUE,,
12/26/2020,V430,Meta Pant,NVY,32,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,V416,Sunday Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,V416,Sunday Performance Jogger,HCC,L,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,V418,Ponto Performance Pant,HCC,L,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,V101,Tuvalu Tee,WHT,M,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,VW401,Womens Ripstop Pant ,CCL,S,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,V420,Everything Chino,BLK,32,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,VW226,Halo Essential Hoodie,HTG,S,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,VW243,Catalina Crew,INK,S,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,V344,Ponto Short,BLK,M,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,VW303,Performance Jogger ,HTG,S,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,V109,Tradewind Tee,HOX,XL,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,V418,Ponto Performance Pant,HBG,S,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,V416,Sunday Performance Jogger,OXB,L,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,V226,Ease Crew Neck,HCC,L,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,V218,Jefferys Pullover,NAT,L,1,In,TRUE,Lightspeed Return,SL,1201,1952,1144,TRUE,,
12/26/2020,V370,Ripstop Short ,CCL,L,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V412,Ripstop Pant ,BCM,M,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V302,Kore Short ,IND,S,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V416,Sunday Performance Jogger,OXB,M,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,VW323,Daily Legging,SPC,XL,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,VW418,Daily Jogger ,ORE,XS,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,VW303,Performance Jogger ,HCL,L,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,VW323,Daily Legging ,CCL,M,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,VW323,Daily Legging ,CCL,M,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/26/2020,V224,Ponto Crew ,HCC,XXL,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V330,Banks Short,GRL,L,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V430,Meta Pant,BLK,33,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,VW201,Halo Performacne Hoodie,HTG,M,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,VW303,Performance Jogger ,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V165,S/S Ever Henly,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V418,Ponto Performance Pant,HTG,XXL,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V406,Balboa Pant,IND,XL,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,VW220,Crescent 1/2 Zip,HTG,L,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V416 ,Sunday Performance Jogger,BLG,L,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,VW303,Performance Jogger ,HCL,L,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,VW166,Holly Tie Back Water Tee ,WHT,L,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V370,Ripstop Short ,BCM,L,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V201,Movement Hoodie,HTG,XL,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,VW303,Performance Jogger ,HCL,XS,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V302,Kore Short ,BLK,XL,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V221,Ease Performance 1/2 Zip,HIN,XXL,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,VW303-L,Performance Jogger - Long,HCC,S,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V221,Ease Performance 1/2 Zip,HDG,M,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V126,Strato Tech Tee,HCL,L,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V109,Tradewind Tee,BLK,XL,1,In,TRUE,Lightspeed Return Giftcard,SL,1201,1953,1145,TRUE,,
12/26/2020,V213,Jackson Hoodie,BLK,L,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/26/2020,VW303,Performance Jogger ,HNV,M,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/26/2020,VW142,Plyo Tank,HCC,L,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/26/2020,VW323,Daily Legging ,CCL,M,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/26/2020,VW404,Wayfarer Pant ,CLY,M,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/26/2020,VW323,Daily Legging ,CCL,S,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/26/2020,VW347,Laguna Lounge Pant ,NAT,M,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/26/2020,VW303,Performance Jogger ,HCC,M,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/26/2020,V418,Ponto Performance Pant,HCC,L,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/26/2020,VW323,Daily Legging,BLK,L,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/26/2020,VW323,Daily Legging,BLK,M,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/26/2020,VW125,Axis Sports Bra ,BLK,L,1,Out,TRUE,Damaged,SL,1188838,,1143,TRUE,,
12/27/2020,V512,Outdoor Trainer Shell,BCM,M,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V330,Banks Short,GRL,M,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V224,Ponto Crew ,BLK,L,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,VW243,Catalina Crew,HTG,S,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V512,Outdoor Trainer Shell,OXT,L,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V344,Ponto Short,BLK,L,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V178,L/S Strato Tech Tee,HCC,M,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V330,Banks Short,AZL,M,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V430,Meta Pant,CCL,34,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V175,Austin Henley,HCC,L,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V109,Tradewind Performance Tee,HCL,L,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V142,Tradewind Performance Tank,AZR,L,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V952,Land To Sea Tee,Indigo Heather,M,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V528,Topanga Insulated Jacket,BCM,L,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V188,Strato Tech Polo,HNV,M,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,V430,Meta Pant,CCL,36,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,VW303,Performance Jogger,Black,S,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,VW323,Daily Legging,Charcoal,M,1,In,TRUE,Lightspeed Return,RL,1201,1952,1144,TRUE,,
12/27/2020,VW347,Laguna Lounge Pant ,HZL,M,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,VW243,Catalina Crew,HZL,M,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,V224,Ponto Performance Crew,HCC,L,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,V224,Ponto Performance Crew,BLK,XL,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,V330,Banks Short,AZL,L,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,V188,Strato Tech Polo,HCC,M,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,V366,Banks Short 5 Inch,INS,L,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,V175,Austin Henley,HCC,L,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,V109,Tradewind Performance Tee,BLK,M,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,V109,Tradewind Performance Tee,HTG,M,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,V367,Kore Short 5 Inch,IND,M,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,V950,Waves Mountain Sun Tee,Light Grey,L,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,V956,Lines Tee,White,L,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,V406,Balboa Pant,Evergreen,M,1,In,TRUE,Lightspeed Return Giftcard,RL,1201,1953,1145,TRUE,,
12/27/2020,VW409,Clean Elevation Legging,HBF,S,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,V416,Sunday Performance Jogger,BLK,XXL,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,V164,Ace Polo,LTG,L,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,V221,Ease Performance 1/2 Zip,HDG,L,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,VW303,Performance Jogger,HCE,XS,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,VW226,Halo Essential Hoodie,HCE,S,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,VW243,Catalina Crew,INK,L,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,VW325,Elevation Performance Legging,HCE,M,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,VW201,Halo Performance Hoodie,HTG,M,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,V416,Sunday Performance Jogger,HCC,XL,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,V126,Strato Tech Tee,HCC,L,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,VW303,Performance Jogger ,HCC,M,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,V109,Tradewind Performance Tee,HOX,M,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,VW303,Performance Jogger,Tide,XS,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,V412,Ripstop Climber Pant,CCL,L,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,VW303,Performance Jogger ,CCL,XS,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,VW418,Daily Legging,BLK,XS,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,VW325,Elevation Performance Legging,HCE,XS,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,V406,Balboa Pant,Evergreen,M,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,VW347,Laguna Lounge Pant ,LHG,XS,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/20,VW323,Daily Legging,CCL,M,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/27/2020,VW401,Ripstop Climber Pant,Army,S,1,Out,TRUE,Damaged,RL,1188838,,1143,TRUE,,
12/28/2020,V302,Kore Short,GHE,L,1,In,TRUE,Lightspeed Return Giftcard,RL,1208,1963,1151,TRUE,,
12/28/2020,V164,Ace Polo,ORE,L,1,In,TRUE,Lightspeed Return Giftcard,RL,1208,1963,1151,TRUE,,
12/28/2020,V416,Sunday Performance Jogger,IND,M,1,In,TRUE,Lightspeed Return Giftcard,RL,1208,1963,1151,TRUE,,
12/28/2020,V302,Kore Short,IND,M,1,In,TRUE,Lightspeed Return Giftcard,RL,1208,1963,1151,TRUE,,
12/28/2020,V221,Ease Performance 1/2 Zip,HCC,L,1,In,TRUE,Lightspeed Return Giftcard,RL,1208,1963,1151,TRUE,,
12/28/2020,VW142,Plyo Tank,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,RL,1208,1963,1151,TRUE,,
12/28/2020,V837,Dunes Hat,BLK,ONS,1,In,TRUE,Lightspeed Return Giftcard,RL,1208,1963,1151,TRUE,,
12/28/2020,V430,Meta Pant,CCL,34,1,In,TRUE,Lightspeed Return Giftcard,RL,1208,1963,1151,TRUE,,
12/28/2020,VW347,Laguna Lounge Pant ,INK,M,1,In,TRUE,Lightspeed Return Giftcard,RL,1208,1963,1151,TRUE,,
12/28/2020,VW303,Performance Jogger,HCA,S,1,In,TRUE,Lightspeed Return Giftcard,RL,1208,1963,1151,TRUE,,
12/28/2020,V430,Meta Pant,BLK,32,1,In,TRUE,Lightspeed Return Giftcard,RL,1208,1963,1151,TRUE,,
12/28/2020,V420,Everything Chino,INK,33,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW323,Daily Legging,BLK,XS,1,  In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW303,Performamnce Jogger,HTG,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V164,Ace Polo,ORE,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V948,Camp Tee,ARM,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V302,Kore Short,BWC,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW325,Elevation Performance Legging,LHG,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW226,Halo Essential Hoodie,HTG,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW303,Performance Jogger,HNV,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW303,Performance Jogger,HTG,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V412,Ripstop Climber Pant,KHK,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW516,Womens Alphine Sherrpa Jacket,HTG,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V531,Alphine SHerpa Jacket,HTG,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW409,Clean Elevation Legging,HBF,XS,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW170,L/S Coast Tee,DSK,XS,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW226,Halo Essential Hoodie,HCC,XS,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW339,Halo Performance Short,HDG,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V955,Mountain Light Tee,HTG,XL,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V512,Outdoor Trainer Shell,BCM,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW243,Catalina Crew,HZL,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V126,Strato Tech Tee,HCC,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V953,Balboa Tee,WHT,XL,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V352,Agility Short ,CCL,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V366 ,"Banks Short 5""",BCM,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V126,Starto Tech Tee,HOX,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW201,Halo Performance Hoodie,HTG,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,VW235,Restore Crew,BIS,XS,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V109,Tradewind Performance Tee,HTG,M,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V820,California Beanie,ORE,ONS,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V126,Starto Tech Tee,HTG,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V416,Sunday Performance Jogger,BLK,L,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V956,Lines Tee,WHT,S,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V528,Topanga Insulated Jacket,BCM,XL,1,In,TRUE,Lightspeed Return Giftcard,GV,1208,1963,1151,TRUE,,
12/28/2020,V416,Sunday Performance Jogger,BLK,L,1,In,TRUE,Lightspeed Return,GV,1208,1962,1150,TRUE,,
12/28/2020,V177,L/S Tradewind Performance Tee,HTG,M,1,In,TRUE,Lightspeed Return,GV,1208,1962,1150,TRUE,,
12/28/2020,V330,Banks Short,AZL,M,1,In,TRUE,Lightspeed Return,GV,1208,1962,1150,TRUE,,
12/28/2020,V416,Sunday Performance Jogger,HCC,M,1,In,TRUE,Lightspeed Return,GV,1208,1962,1150,TRUE,,
12/28/2020,V109,Tradewind Performance Tee,HTA,M,1,In,TRUE,Lightspeed Return,GV,1208,1962,1150,TRUE,,
12/28/2020,V341,Trail Short,BLK ,S,1,In,TRUE,Lightspeed Return,GV,1208,1962,1150,TRUE,,
