 ,,,,,,,For Andrew ,,,,,,,,
Date,SKU,Style,Color,Size,Quantity,In/Out,"Processed
(Stocky)",Notes (LightSpeed Return or Damaged),"Reason For
Defect/Damaged",Your Name,FC Batch / INV #,FC Control #,SHOPIFY,"Processed
(FC)",
12/30/2020,V430-L,"Meta Pant - 34""",NVY,34,1,In,TRUE,Lightspeed Giftcard,,Connor,1223,1981,1168,TRUE,
12/30/2020,V126,Strato Tech Tee,HOX,M,1,In,TRUE,Lightspeed Giftcard,,FRANK,1223,1981,1168,TRUE,
12/30/2020,V412,Ripstop Climber Pant,CCL,M,1,In,TRUE,Lightspeed Giftcard,,FRANK,1223,1981,1168,TRUE,
12/30/2020,V530,Topanga Insulated Vest,BCM,S,1,In,TRUE,Lightspeed Giftcard,,FRANK,1223,1981,1168,TRUE,
12/30/2020,V302,Kore Short ,IND,M,1,In,TRUE,Lightspeed Giftcard,,FRANK,1223,1981,1168,TRUE,
1/1/2021,V412,Ripstop Climber Pant,CCL,S,1,In,TRUE,Lightspeed Giftcard,,CAM,1241,2003,1190,TRUE,
1/1/2021,V367,"Kore Short 5""",BLK,S,1,IN,TRUE,Lightspeed Giftcard,,CONNOR,1241,2003,1190,TRUE,
1/4/2021,V406,Balboa Pant,CCO,M,1,In,TRUE,Lightspeed Giftcard,,JUD,1241,2003,1190,TRUE,
1/4/2021,VW361,Tavi Short ,HBF,S,1,In,TRUE,Lightspeed Giftcard,,JUD,1241,2003,1190,TRUE,
1/4/2021,V302,Kore Short ,SWR,L,1,In,TRUE,Lightspeed Giftcard,,JUD,1241,2003,1190,TRUE,
1/4/2021,VW169,Mudra Fitted Tee,MHG,S,1,In,TRUE,Lightspeed Giftcard,,JUD,1241,2003,1190,TRUE,
1/4/2021,VW303-L,Performance Jogger-Long ,HCC,S,1,In,TRUE,Lightspeed Giftcard,,JUD,1241,2003,1190,TRUE,
1/1/2021,VW201,Halo Performance Hoodie,HNV,L,1,Out,TRUE,Damaged,,CAM,1247761,,1189,TRUE,
1/1/2021,VW323,Daily Legging,BCM,S,1,Out,TRUE,Damaged,,CAM,1247761,,1189,TRUE,
1/1/2021,V302,Kore Short,BCM,L,1,Out,TRUE,Damaged,,CAM,1247761,,1189,TRUE,
1/1/2021,V302,Kore Short,Sea Herringbone,L,1,Out,TRUE,Damaged,,CAM,1247761,,1189,TRUE,
1/4/2021,VW303,Performance Jogger,BLK,S,1,In,TRUE,Lightspeed Return,,FRANK,1241,2004,1191,TRUE,
1/4/2021,V302,Kore Short ,BCM,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V154,S/S Bishop Button-Down,SWR,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V109,Tradewind Performance Tee,HSP,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V302,Kore Short,GVS,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V330,Banks Short ,CMO,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V302,Kore Short,IND,S,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V153,L/S Bishop Button-Down,LTG,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V344,Ponto Short ,HCC,L,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW347,Laguna Lounge Pant,HTG,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW303-L,Performance Jogger-Long ,BLK,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V366,"Banks Short  5""",BKL,L,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW359,Rythem Short ,GRY,S,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V178,L/S Strato Tech Tee,HTG,L,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V416,Sunday Performance Jogger,IND,L,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW329,Pace High Rise Legging,BLK,XS,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V429,Fleet Pant ,IND,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V366,"Banks Short  5""",AZL,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V201,Movement Hoodie ,HBK,L,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW304,Clementine Short,BWC,S,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW303-L,Performance Jogger-Long ,HCC,S,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW516,Womens Alpine Sherpa Jacket ,ORE,S,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW303-L,Performance Jogger-Long ,HCC,S,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW339,Halo Performance Short ,HTG,XS,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V418,Ponto Performance Pant,HTI,L,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW201,Halo Performance Hoodie ,HCA,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V430,Meta Pant,BLK,32,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW515,Shasta Insulated Jacket ,ORE,L,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V101,Tuvalu Tee,BLK,L,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V430,Meta Pant ,CCL,32,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V330,Banks Short ,AZL,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V835,Vuori Athletics Hat ,BLK,ONS,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V176,Waffle Crew ,ORE,XL,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW167,L/S Lux Tee ,HCE,XL,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V302,Kore Short ,CCL,L,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V835,Vuori Athletics Hat ,BLK,ONS,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V815,Vuori Performance Hat ,HCC,ONS,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW361,Tavi Short ,OSP,S,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,V501,Offshore Jacket ,GRL,XL,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2021,VW201,Halo Performance Hoodie ,HCE,S,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2020,V224,Ponto Performance Crew,BLK,L,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/4/2020,V218,Jeffrey's Pullover,HTG,XXL,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/4/2020,V222,Ponto Performance Pullover,BLK,S,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/4/2020,V126,Strato Tech Tee,HCC,S,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/4/2020,V344,Ponto Short,BLK,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/4/2020,V418,Ponto Performance Pant,BLK,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/4/2020,VW323,Daily Legging,BCM,S,2,In,TRUE,Lightspeed Giftcard,,JUD,1241,2003,1190,TRUE,
1/4/2021,VW235,Restore Crew,BIS,S,1,In,TRUE,Lightspeed Giftcard,,CAM,1241,2003,1190,TRUE,
1/4/2021,VW418,Daily Jogger,HZL,S,1,In,TRUE,Lightspeed Giftcard,,CAM,1241,2003,1190,TRUE,
1/4/2021,VW108,Lux Performance Tank,HDS,S,1,In,TRUE,Lightspeed Giftcard,,CAM,1241,2003,1190,TRUE,
1/4/2021,V302,Kore Short,SWR,M,1,In,TRUE,Lightspeed Giftcard,,CAM,1241,2003,1190,TRUE,
1/5/2021,VW304,Clementine Short,CER,S,1,In,TRUE,Lightspeed Giftcard,,JUD,1241,2003,1190,TRUE,
1/5/2021,V418,Ponto Performance Pant,HCC,M,1,In,TRUE,Lightspeed Giftcard,,JUD,1241,2003,1190,TRUE,
1/5/2021,V234,Ponto Track Jacket,HCC,M,1,In,TRUE,Lightspeed Giftcard,,JUD,1241,2003,1190,TRUE,
1/4/2021,VW303,Perfomance Jogger,HNV,XXS,1,Out,TRUE,Damaged,,CAM,1247761,,1189,TRUE,
1/4/2021,V417,Transit Jogger,CCL,L,1,Out,TRUE,Damaged,,CAM,1247761,,1189,TRUE,
1/4/2021,VW303-L,Performance Jogger - Long,BLK,S,1,Out,TRUE,Damaged,,CAM,1247761,,1189,TRUE,
1/6/2020,V416,Sunday Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,VW303,Performance Jogger,NVY,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,V418,Ponto Performance Pant,HCC,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,VW304,Clementine Short,CER,S,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,V416,Sunday Performance Jogger,HCC,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,416,Sunday Performance Jogger,BLK,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,V344,Ponto Short,HTI,L,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,VW339,Halo Performance Short ,BLK,S,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,V330,Banks Short,AZL,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,VW303-L,Performance Jogger - Long,BLK,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,V330,Banks Short,XLT,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,V366,Bank Short 5,AZL,XS,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,V302,Kore Short,CCL,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,V224,Ponto Performance Crew,HDG,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,VW418,Daily Jogger,BLK,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,VW303,Performance Jogger,HCA,M,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,VW303,Performance Jogger,HNV,XS,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,VW347,Laguna Lounge Pant,NAT,S,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,V406,Balboa Pant,IND,L,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,V406,Balboa Pant,IND,L,1,In,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/6/2020,VW303,Performance Jogger,BCM,S,1,In ,TRUE,Lightspeed Return,,CONNOR,1241,2004,1191,TRUE,
1/7/2020,V418,Ponto Performance Pant,HTI,L,1,In,TRUE,Lightspeed Return,,ABRAM,1241,2004,1191,TRUE,
1/6/2020,V234,Ponto Track Jacket,HCC,M,1,In,TRUE,Lightspeed Giftcard,,CONNOR,1241,2003,1190,TRUE,
1/7/2020,V530,Topanga Insulated Vest,COG,XL,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1241,2003,1190,TRUE,
1/7/2020,V302,Kore Short,ING,M,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1241,2003,1190,TRUE,
1/7/2020,VW226,Halo Essential Hoodie,HCC,M,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1241,2003,1190,TRUE,
1/7/2020,VW323,Daily Legging,CCL,S,1,Out,TRUE,Damaged,,ABRAM,1247761,,1189,TRUE,
1/7/2020,VW516,Women's Alpine Sherpa Jacket,HTG,M,1,Out,TRUE,Damaged,,ABRAM,1247761,,1189,TRUE,
1/7/2020,VW418,Daily Jogger,BLK,M,1,Out,TRUE,Damaged,,ABRAM,1247761,,1189,TRUE,
1/7/2020,VW511,Saltwater Anorak,WHT,L,1,Out,TRUE,Damaged,,ABRAM,1247761,,1189,TRUE,
1/7/2020,VW220,Crescent 1/2 Zip,HTG,XS,1,Out,TRUE,Damaged,,ABRAM,1247761,,1189,TRUE,
1/7/2020,VW303,Performance Jogger,HTG,S,1,Out,TRUE,Damaged,,ABRAM,1247761,,1189,TRUE,
1/7/2020,VW323,Daily Legging,SPC,S,1,Out,TRUE,Damaged,,ABRAM,1247761,,1189,TRUE,
1/7/2020,VW323,Daily Legging,CCL,M,1,Out,TRUE,Damaged,,ABRAM,1247761,,1189,TRUE,
1/7/2020,VW409,Clean Elevation Legging,HBF,S,1,Out,TRUE,Damaged,,ABRAM,1247761,,1189,TRUE,
1/7/2020,VW513,Womens Palisades Rain Jacket,PTY,S,1,Out,TRUE,Damaged,,ABRAM,1247761,,1189,TRUE,
1/7/2020,V126,Strato Tee,HST,XL,1,Out,TRUE,Damaged,,ABRAM,1247761,,1189,TRUE,
1/8/2021,V420,Everything Chino Pant ,BLK,36,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/8/2021,VW501,Outdoor Trainer Shell,BCM,M,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/8/2021,VW235,Restore Crew,WBL,XS,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/8/2021,VW323,Daily Legging,BLK,S,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/8/2021,VW303,Performance Jogger ,BLK,S,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/8/2021,V218,Jeffrey's Pullover,HTG,XL,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/8/2021,V416,Sunday Performance Jogger,HCC,XL,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/8/2021,VW108,Lux Performance Tank,HDS,S,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/8/2021,V108,L/S Ever Henley,BLK,XL,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/8/2021,V221,Ease Performance 1/2 Zip ,HIN,XL,1,In,TRUE,Lightspeed Return,,JUD,1241,2004,1191,TRUE,
1/8/2021,V330,Banks Short ,XLT,M,1,In,TRUE,Lightspeed Giftcard,,JUD,1241,2003,1190,TRUE,
1/8/2021,VW361,Tavi Short ,HBF,S,1,In,TRUE,Lightspeed Giftcard,,JUD,1241,2003,1190,TRUE,
1/9/2021,VW133,Daydream Crew,ORE,S,1,In,TRUE,Lightspeed Giftcard,,CAM,1245,2010,1200,TRUE,
1/9/2021,VW303,Performance Jogger,HCE,XXS,1,In,TRUE,Lightspeed Giftcard,,CAM,1245,2010,1200,TRUE,
1/9/2021,VW133,Daydream Crew,LHG,XS,1,In,TRUE,Lightspeed Giftcard,,CAM,1245,2010,1200,TRUE,
1/9/2021,V434,Ripstop Traveler Jogger,DOR,S,1,In,TRUE,Lightspeed Giftcard,,CAM,1245,2010,1200,TRUE,
1/9/2021,V527,Ripstop Jacket (Russel Jacket),BLK,XL,1,In,TRUE,Lightspeed Giftcard,,CAM,1245,2010,1200,TRUE,
1/9/2021,VW303,Performance Jogger,HCC,M,1,In,TRUE,Lightspeed Giftcard,,CAM,1245,2010,1200,TRUE,
1/9/2021,VW123,Energy Top,HTG,S,1,In,TRUE,Lightspeed Giftcard,,CAM,1245,2010,1200,TRUE,
1/9/2021,VW329,Pace High Rise Legging,CER,S,1,In,TRUE,Lightspeed Giftcard,,CAM,1245,2010,1200,TRUE,
1/9/2021,V416,Sunday Performance Jogger,HCC,M,1,Out,TRUE,Damaged,,CAM,1254728,,1199,TRUE,
1/9/2021,V218,Jeffrey's Pullover,NAT,L,1,Out,TRUE,Damaged,,CAM,1254728,,1199,TRUE,
1/9/2021,V429,Fleet Pant ,BLK,M,1,Out,TRUE,Damaged,,CAM,1254728,,1199,TRUE,
1/9/2021,VW347,Laguna Lounge Pant,NAT,S,1,Out,TRUE,Damaged,,CAM,1254728,,1199,TRUE,
1/9/2021,V418,Ponto Pant,BLK,S,1,Out,TRUE,Damaged,,CAM,1254728,,1199,TRUE,
1/9/2021,V314,Cruise Boardshort,CYS (Canyon Stripe),32,1,Out,TRUE,Damaged,,CAM,1254728,,1199,TRUE,
1/9/2021,V429,Fleet Pant ,IND,L,1,Out,TRUE,Damaged ,,CAM,1254728,,1199,TRUE,
1/10/2021,V416,Sunday Performance Jogger,IND,L,1,Out,TRUE,Damaged,,CONNOR,1254728,,1199,TRUE,
1/10/2021,V302,"Kore 5""",BLK,L,1,Out,TRUE,Damaged,,CONNOR,1254728,,1199,TRUE,
1/10/2021,VW323,Daily Legging,SPC,S,1,Out,TRUE,Damaged,,CONNOR,1254728,,1199,TRUE,
1/10/2021,VW201,Halo Performane Hoodie,BLK,S,1,Out,TRUE,Damaged ,,CONNOR,1254728,,1199,TRUE,
1/10/2021,V412,Ripstop Climber Pant,CCL,M,1,Out,TRUE,Damaged,,CONNOR,1254728,,1199,TRUE,
1/10/2021,V101,Tuvalu Tee,BLK,S,1,Out,TRUE,Damaged,,CONNOR,1254728,,1199,TRUE,
1/10/2021,VW323,Daily Legging,CCL,S,1,Out,TRUE,Damaged,,CONNOR,1254728,,1199,TRUE,
1/10/2021,V178,L/S Strato Tech Tee,HCC,XL,1,Out,TRUE,Damaged,,CONNOR,1254728,,1199,TRUE,
1/10/2021,VW303,Performance Jogger,BLK,XL,1,Out,TRUE,Damaged,,CONNOR,1254728,,1199,TRUE,
1/10/2021,V178,L/S Strato Tech Tee,HCC,M,1,Out,TRUE,Damaged,,CONNOR,1254728,,1199,TRUE,
1/10/2021,V836,Vuori Camo Hat,CMO,ONS,1,Out,TRUE,Damaged,,CONNOR,1254728,,1199,TRUE,
1/11/2021,V224,Ponro Performance Crew,HCC,L,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,V518,Soco zip Up,BLK,XL,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,V416,Sunday Performance Jogger,HCC,L,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,VW303,Performance Jogger,HTG,S,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,VW401,Ripstop Pant,ARM,S,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,VW226,Halo Essential Hoodie,HDG,S,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,VW339,Halo Performance Short ,HTG,M,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,VW169,Mudra Fitted Tee,MHG,XS,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,V224,Ponto Performance Crew,HCC,S,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,V224,Ponto Performance Crew,BLK,M,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,V530,Topanga Insulated Vest,COG,L,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,VW303,Performance Jogger,HCA,M,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,V429,Fleet Pant ,BLK,M,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,VW418,Daily Jogger,ORE,S,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,VW226,Halo Essential Hoodie,BCM,XL,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,VW303-L,Performance Jogger - Long,BLK,L,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,VW226,Halo Essential Hoodie,HTG,S,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,VW133,Daydream Crew,ORE,M,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,V430,Meta Pant ,BLK,30,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/11/2021,VW427,Lux Harem,HCC,M,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,V101,Tuvalu Tee,INK,L,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,VW201,Halo Performance Hoodie,HTG,L,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,VW226,Halo Essential Hoodie,HDG,S,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,VW233,Restore 1/2 Zip,NAT,M,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,VW243,Catalina Crew,INK,XS,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,V512,Outdoor Trainer Shell,BCM,M,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,V367,"Kore Short 5""",BWC,L,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,VW303,Performance Jogger,BLK,S,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,VW226,Halo Essential Hoodie,HDG,XS,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,V412,Ripstop Climber Pant,BCM,S,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,VW364,Womens Ripstop Climber Short,BCM,S,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,V818,The Standard Hat,Black Heather,ONS,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/12/2021,V815,Vuori Performance Hat ,HCC,ONS,1,In,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/13/2021,V344,Ponto Short,BLK,L,1,in,TRUE,Lightspeed Return,,CONNOR,1260,2031,1211,TRUE,
1/13/2021,VW361,Tavi Short ,HBF,M,1,In,TRUE,Lightspeed Return,,ABRAM,1260,2031,1211,TRUE,
1/12/2021,VW323,Daily Legging ,INK,M,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,VW323,Daily Legging,BLK,XS,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,VW516,Women's Alpine Sherpa Jacket,NAT,XS,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,V531,Alpine Sherpa Jacket,HTG,M,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,VW347,Laguna Lounge Pant,HZL,M,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,VW168,Bella Bra,HBF,S,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,V530,Topanga Insulated Vest,COG,L,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,V412,Ripstop Climber Pant,HCC,M,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,VW303,Performance Jogger,BCM,XL,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,VW303,Performance Jogger,BCM,M,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,V302,Kore Short,BWC,XL,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,VW323,Daily Legging,GMO,S,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,VW303,Performance Jogger,BLK,S,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,VW167,L/S Lux Tee ,HCE,S,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,VW364,Womens Ripstop Climber Short,BCM,S,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,V101,Tuvalu Tee,SAL,S,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,VW123,Energy Top,Sangria,S,1,Out,TRUE,Damaged,,CONNOR,1264771,,1209,TRUE,
1/12/2021,VW303,Performance Jogger,BLK,XL,1,In,TRUE,Lightspeed Giftcard,,CONNOR,1260,2030,1210,TRUE,
1/12/2021,V109,Tradewind Performance Tee,HOX,L,1,In,TRUE,Lightspeed Giftcard,,CONNOR,1260,2030,1210,TRUE,
1/12/2021,V344,Ponto Short,BLK,XL,1,In,TRUE,Lightspeed Giftcard,,CONNOR,1260,2030,1210,TRUE,
1/13/2021,VW329,Pace High Rise Legging,BLK,S,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1260,2030,1210,TRUE,
1/13/2021,VW404,Wayfarer Pant,ORE,S,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1260,2030,1210,TRUE,
1/13/2021,VW339,Halo Performance Short ,BLK,S,1,In,TRUE,Lightspeed Giftcard,,ABRAM,1260,2030,1210,TRUE,
1/13/2021,V416,Sunday Performance Jogger,IND,M,1,In,TRUE,Lightspeed Giftcard,,CONNOR,1260,2030,1210,TRUE,
1/14/2021,VW418,Daily Jogger,BLK,XS,1,In,TRUE,Lightspeed Return,,CONNOR,1267,2041,1217,TRUE,
1/14/2021,VW201,Halo Performance Hooide,HTG,M,1,In,TRUE,Lightspeed Return,,ABRAM,1267,2041,1217,TRUE,
1/14/2021,VW226,Halo Essential Hoodie,HCE,S,1,In,TRUE,Lightspeed Return,,ABRAM,1267,2041,1217,TRUE,
1/14/2021,VW303,Performance Jogger,HTG,M,1,In,TRUE,Lightspeed Return,,ABRAM,1267,2041,1217,TRUE,
