SKU_full,Quantity
V101HBCSML,1
V101MELMED,1
V126HCCMED,1
V126HNVMED,1
V218NATLRG,1
V302BWCMED,1
V344BLKMED,1
V344HRWLRG,1
V412DORMED,1
VW133BLKMED,1
VW303BCMSML,1
VW303BLKSML,1
VW323CCLSML,1
VW323OSHXSM,1
VW323SIEMED,1
VW367ORESML,1
VW376TERSML,1
VW409BCMSML,1
W409HORSML,1
