Purchase Order,Vendor/Supplier,Product,Variant,SKU,Barcode,Supplier Code,ASIN,minimum_stock_quantity,Date 1,Weight,Total Weight,Weight Unit,Status,Received at,Retail Price,In Stock,Qty Ordered,Pack Size,Qty (packs) Ordered,Cost (base),Total Cost (base),Cost (supplier currency),Total Cost (supplier currency)
T2840,Vuori Clothing,Ripstop Jacket | Tobacco,Tobacco / S,V527TOBSML,843084185597,,,,,15.84,31.68,oz,delivered,03/25/2021 at 14:47,89.00,67,2,N/A,N/A,,,,
T2840,Vuori Clothing,Ripstop Jacket | Tobacco,Tobacco / XL,V527TOBXLG,843084185627,,,,,15.84,31.68,oz,delivered,03/25/2021 at 14:47,89.00,164,2,N/A,N/A,,,,
T2840,Vuori Clothing,Ripstop Jacket | Tobacco,Tobacco / XXL,V527TOBXXL,843084185634,,,,,15.84,15.84,oz,delivered,03/25/2021 at 14:47,89.00,18,1,N/A,N/A,,,,
T2840,Vuori Clothing,The Standard Hat | Heather Grey,Heather Grey / ONS,V818HTGONS,843084100125,"","","",,3.52,14.08,oz,delivered,03/25/2021 at 14:47,32.00,54,4,N/A,N/A,7.48,29.92,,
T2840,Vuori Clothing,V1 Vuori Wordmark Hat | Black Heather,Black Heather / ONS,V826HBKONS,843084100156,,,,,3.52,35.2,oz,delivered,03/25/2021 at 14:47,32.00,513,10,N/A,N/A,7.11,71.10,,
T2840,Vuori Clothing,V1 Vuori Wordmark Hat | Navy Heather,Navy Heather / ONS,V826HNVONS,843084100163,,,,,3.52,35.2,oz,delivered,03/25/2021 at 14:47,32.00,481,10,N/A,N/A,7.11,71.10,,
T2840,Vuori Clothing,Camp Cup Mizu Collab | Stainless Steel,Stainless Steel / ONS,V883SSSONS,843084126033,"","","",,6.2,124.0,oz,delivered,03/25/2021 at 14:47,17.95,50,20,N/A,N/A,6.55,131.00,,
T2840,Vuori Clothing,S6 Water Bottle Mizu Collab (Mountain Line) | Black,Black / ONS,V884BLKONS,843084171576,,,,,12.5,187.5,oz,delivered,03/25/2021 at 14:47,28.95,62,15,N/A,N/A,,,,
T2840,Vuori Clothing,S6 Water Bottle Mizu Collab (Mountain Line) | White,White / ONS,V884WHTONS,843084171583,,,,,12.5,187.5,oz,delivered,03/25/2021 at 14:47,28.95,127,15,N/A,N/A,,,,
T2840,Vuori Clothing,Ridge Reflection Tee | Charcoal,Charcoal / L,V965CCLLRG,840159712917,,,,,5.6,22.4,oz,delivered,03/25/2021 at 14:47,32.00,175,4,N/A,N/A,,,,
T2840,Vuori Clothing,Ridge Reflection Tee | Charcoal,Charcoal / M,V965CCLMED,840159712900,,,,,5.6,22.4,oz,delivered,03/25/2021 at 14:47,32.00,106,4,N/A,N/A,,,,
T2840,Vuori Clothing,Ridge Reflection Tee | Charcoal,Charcoal / S,V965CCLSML,840159712894,,,,,5.6,11.2,oz,delivered,03/25/2021 at 14:47,32.00,8,2,N/A,N/A,,,,
T2840,Vuori Clothing,Ridge Reflection Tee | Charcoal,Charcoal / XL,V965CCLXLG,840159712924,,,,,5.6,11.2,oz,delivered,03/25/2021 at 14:47,32.00,127,2,N/A,N/A,,,,
T2840,Vuori Clothing,Ridge Reflection Tee | Charcoal,Charcoal / XXL,V965CCLXXL,840159712931,,,,,5.6,5.6,oz,delivered,03/25/2021 at 14:47,32.00,5,1,N/A,N/A,,,,
T2840,Vuori Clothing,Ridge Reflection Tee | Indigo Heather,Indigo Heather / L,V965HTILRG,840159712962,,,,,5.6,22.4,oz,delivered,03/25/2021 at 14:47,32.00,208,4,N/A,N/A,,,,
T2840,Vuori Clothing,Ridge Reflection Tee | Indigo Heather,Indigo Heather / M,V965HTIMED,840159712955,,,,,5.6,22.4,oz,delivered,03/25/2021 at 14:47,32.00,107,4,N/A,N/A,,,,
T2840,Vuori Clothing,Ridge Reflection Tee | Indigo Heather,Indigo Heather / S,V965HTISML,840159712948,,,,,5.6,11.2,oz,delivered,03/25/2021 at 14:47,32.00,18,2,N/A,N/A,,,,
T2840,Vuori Clothing,Ridge Reflection Tee | Indigo Heather,Indigo Heather / XL,V965HTIXLG,840159712979,,,,,5.6,11.2,oz,delivered,03/25/2021 at 14:47,32.00,150,2,N/A,N/A,,,,
T2840,Vuori Clothing,Ridge Reflection Tee | Indigo Heather,Indigo Heather / XXL,V965HTIXXL,840159712986,,,,,5.6,5.6,oz,delivered,03/25/2021 at 14:47,32.00,7,1,N/A,N/A,,,,
T2840,Vuori Clothing,Yosemite Bra | Ocean Shibori,Ocean Shibori / L,VW104OSHLRG,843084186075,,,,,2.4,4.8,oz,delivered,03/25/2021 at 14:47,48.00,212,2,N/A,N/A,,,,
T2840,Vuori Clothing,Yosemite Bra | Ocean Shibori,Ocean Shibori / M,VW104OSHMED,843084186068,,,,,2.4,7.2,oz,delivered,03/25/2021 at 14:47,48.00,418,3,N/A,N/A,,,,
T2840,Vuori Clothing,Yosemite Bra | Ocean Shibori,Ocean Shibori / S,VW104OSHSML,843084186051,,,,,2.4,9.6,oz,delivered,03/25/2021 at 14:47,48.00,369,4,N/A,N/A,,,,
T2840,Vuori Clothing,Yosemite Bra | Ocean Shibori,Ocean Shibori / XL,VW104OSHXLG,843084186082,,,,,2.4,2.4,oz,delivered,03/25/2021 at 14:47,48.00,92,1,N/A,N/A,,,,
T2840,Vuori Clothing,Yosemite Bra | Ocean Shibori,Ocean Shibori / XS,VW104OSHXSM,843084186044,,,,,2.4,9.6,oz,delivered,03/25/2021 at 14:47,48.00,104,4,N/A,N/A,,,,
T2840,Vuori Clothing,Yosemite Bra | Sierra,Sierra / L,VW104SIELRG,843084186129,,,,,2.4,4.8,oz,delivered,03/25/2021 at 14:47,48.00,212,2,N/A,N/A,,,,
T2840,Vuori Clothing,Yosemite Bra | Sierra,Sierra / M,VW104SIEMED,843084186112,,,,,2.4,7.2,oz,delivered,03/25/2021 at 14:47,48.00,203,3,N/A,N/A,,,,
T2840,Vuori Clothing,Yosemite Bra | Sierra,Sierra / S,VW104SIESML,843084186105,,,,,2.4,9.6,oz,delivered,03/25/2021 at 14:47,48.00,155,4,N/A,N/A,,,,
T2840,Vuori Clothing,Yosemite Bra | Sierra,Sierra / XL,VW104SIEXLG,843084186136,,,,,2.4,2.4,oz,delivered,03/25/2021 at 14:47,48.00,86,1,N/A,N/A,,,,
T2840,Vuori Clothing,Yosemite Bra | Sierra,Sierra / XS,VW104SIEXSM,843084186099,,,,,2.4,9.6,oz,delivered,03/25/2021 at 14:47,48.00,45,4,N/A,N/A,,,,
T2840,Vuori Clothing,Lux Performance Tank | Sierra Heather,Sierra Heather / L,VW108HISLRG,843084186228,,,,,3.2,6.4,oz,delivered,03/25/2021 at 14:47,44.00,254,2,N/A,N/A,,,,
T2840,Vuori Clothing,Lux Performance Tank | Sierra Heather,Sierra Heather / M,VW108HISMED,843084186211,,,,,3.2,9.6,oz,delivered,03/25/2021 at 14:47,44.00,592,3,N/A,N/A,,,,
T2840,Vuori Clothing,Lux Performance Tank | Sierra Heather,Sierra Heather / S,VW108HISSML,843084186204,,,,,3.2,12.8,oz,delivered,03/25/2021 at 14:47,44.00,596,4,N/A,N/A,,,,
T2840,Vuori Clothing,Lux Performance Tank | Sierra Heather,Sierra Heather / XL,VW108HISXLG,843084186235,,,,,3.2,3.2,oz,delivered,03/25/2021 at 14:47,44.00,57,1,N/A,N/A,,,,
T2840,Vuori Clothing,Lux Performance Tank | Sierra Heather,Sierra Heather / XS,VW108HISXSM,843084186198,,,,,3.2,12.8,oz,delivered,03/25/2021 at 14:47,44.00,192,4,N/A,N/A,,,,
T2840,Vuori Clothing,Lux Performance Tank | Platinum Heather,Platinum Heather / L,VW108HPTLRG,843084186327,,,,,3.2,6.4,oz,delivered,03/25/2021 at 14:47,44.00,274,2,N/A,N/A,,,,
T2840,Vuori Clothing,Lux Performance Tank | Platinum Heather,Platinum Heather / M,VW108HPTMED,843084186310,,,,,3.2,9.6,oz,delivered,03/25/2021 at 14:47,44.00,702,3,N/A,N/A,,,,
T2840,Vuori Clothing,Lux Performance Tank | Platinum Heather,Platinum Heather / S,VW108HPTSML,843084186303,,,,,3.2,12.8,oz,delivered,03/25/2021 at 14:47,44.00,692,4,N/A,N/A,,,,
T2840,Vuori Clothing,Lux Performance Tank | Platinum Heather,Platinum Heather / XL,VW108HPTXLG,843084186334,,,,,3.2,3.2,oz,delivered,03/25/2021 at 14:47,44.00,64,1,N/A,N/A,,,,
T2840,Vuori Clothing,Lux Performance Tank | Platinum Heather,Platinum Heather / XS,VW108HPTXSM,843084186297,,,,,3.2,12.8,oz,delivered,03/25/2021 at 14:47,44.00,241,4,N/A,N/A,,,,
T2840,Vuori Clothing,Daydream Crew | Ink Heather,Ink Heather / L,VW133HINLRG,843084131556,"","","",,4.16,8.32,oz,delivered,03/25/2021 at 14:47,58.00,191,2,N/A,N/A,10.45,20.90,,
T2840,Vuori Clothing,Daydream Crew | Ink Heather,Ink Heather / M,VW133HINMED,843084131549,"","","",,4.16,12.48,oz,delivered,03/25/2021 at 14:47,58.00,384,3,N/A,N/A,10.45,31.35,,
T2840,Vuori Clothing,Daydream Crew | Ink Heather,Ink Heather / S,VW133HINSML,843084131532,"","","",,4.16,16.64,oz,delivered,03/25/2021 at 14:47,58.00,298,4,N/A,N/A,10.45,41.80,,
T2840,Vuori Clothing,Daydream Crew | Ink Heather,Ink Heather / XL,VW133HINXLG,843084131563,"","","",,4.16,4.16,oz,delivered,03/25/2021 at 14:47,58.00,95,1,N/A,N/A,10.45,10.45,,
T2840,Vuori Clothing,Daydream Crew | Ink Heather,Ink Heather / XS,VW133HINXSM,843084131525,"","","",,4.16,16.64,oz,delivered,03/25/2021 at 14:47,58.00,71,4,N/A,N/A,10.45,41.80,,
T2840,Vuori Clothing,Long-Sleeve Mudra Tee | White Heather,White Heather / L,VW164HTWLRG,843084158195,,,,,11.2,22.4,oz,delivered,03/25/2021 at 14:47,78.00,26,2,N/A,N/A,,,,
T2840,Vuori Clothing,Long-Sleeve Mudra Tee | White Heather,White Heather / M,VW164HTWMED,843084158188,,,,,11.2,33.6,oz,delivered,03/25/2021 at 14:47,78.00,128,3,N/A,N/A,,,,
T2840,Vuori Clothing,Long-Sleeve Mudra Tee | White Heather,White Heather / S,VW164HTWSML,843084158171,,,,,11.2,33.6,oz,delivered,03/25/2021 at 14:47,78.00,135,3,N/A,N/A,,,,
T2840,Vuori Clothing,Long-Sleeve Mudra Tee | White Heather,White Heather / XL,VW164HTWXLG,843084158201,,,,,11.2,11.2,oz,delivered,03/25/2021 at 14:47,78.00,9,1,N/A,N/A,,,,
T2840,Vuori Clothing,Long-Sleeve Mudra Tee | White Heather,White Heather / XS,VW164HTWXSM,843084158164,,,,,11.2,33.6,oz,delivered,03/25/2021 at 14:47,78.00,30,3,N/A,N/A,,,,
T2840,Vuori Clothing,Long-Sleeve Mudra Tee | Medium Heather Grey,Medium Heather Grey / L,VW164MHGLRG,843084158249,,,,,11.2,22.4,oz,delivered,03/25/2021 at 14:47,78.00,56,2,N/A,N/A,,,,
T2840,Vuori Clothing,Long-Sleeve Mudra Tee | Medium Heather Grey,Medium Heather Grey / M,VW164MHGMED,843084158232,,,,,11.2,33.6,oz,delivered,03/25/2021 at 14:47,78.00,182,3,N/A,N/A,,,,
T2840,Vuori Clothing,Long-Sleeve Mudra Tee | Medium Heather Grey,Medium Heather Grey / S,VW164MHGSML,843084158225,,,,,11.2,33.6,oz,delivered,03/25/2021 at 14:47,78.00,232,3,N/A,N/A,,,,
T2840,Vuori Clothing,Long-Sleeve Mudra Tee | Medium Heather Grey,Medium Heather Grey / XL,VW164MHGXLG,843084158256,,,,,11.2,11.2,oz,delivered,03/25/2021 at 14:47,78.00,16,1,N/A,N/A,,,,
T2840,Vuori Clothing,Long-Sleeve Mudra Tee | Medium Heather Grey,Medium Heather Grey / XS,VW164MHGXSM,843084158218,,,,,11.2,33.6,oz,delivered,03/25/2021 at 14:47,78.00,85,3,N/A,N/A,,,,
T2840,Vuori Clothing,Rib Crop Tank | Black,Black / L,VW189BLKLRG,843084187928,,,,,3.52,7.04,oz,delivered,03/25/2021 at 14:47,58.00,169,2,N/A,N/A,,,,
T2840,Vuori Clothing,Rib Crop Tank | Black,Black / M,VW189BLKMED,843084187911,,,,,3.52,10.56,oz,delivered,03/25/2021 at 14:47,58.00,240,3,N/A,N/A,,,,
T2840,Vuori Clothing,Rib Crop Tank | Black,Black / S,VW189BLKSML,843084187904,,,,,3.52,10.56,oz,delivered,03/25/2021 at 14:47,58.00,135,3,N/A,N/A,,,,
T2840,Vuori Clothing,Rib Crop Tank | Black,Black / XL,VW189BLKXLG,843084187935,,,,,3.52,3.52,oz,delivered,03/25/2021 at 14:47,58.00,52,1,N/A,N/A,,,,
T2840,Vuori Clothing,Rib Crop Tank | Black,Black / XS,VW189BLKXSM,843084187898,,,,,3.52,10.56,oz,delivered,03/25/2021 at 14:47,58.00,19,3,N/A,N/A,,,,
T2840,Vuori Clothing,Rib Crop Tank | Oregano,Oregano / L,VW189ORELRG,843084187973,,,,,3.52,7.04,oz,delivered,03/25/2021 at 14:48,58.00,161,2,N/A,N/A,,,,
T2840,Vuori Clothing,Rib Crop Tank | Oregano,Oregano / M,VW189OREMED,843084187966,,,,,3.52,10.56,oz,delivered,03/25/2021 at 14:48,58.00,279,3,N/A,N/A,,,,
T2840,Vuori Clothing,Rib Crop Tank | Oregano,Oregano / S,VW189ORESML,843084187959,,,,,3.52,10.56,oz,delivered,03/25/2021 at 14:48,58.00,207,3,N/A,N/A,,,,
T2840,Vuori Clothing,Rib Crop Tank | Oregano,Oregano / XL,VW189OREXLG,843084187980,,,,,3.52,3.52,oz,delivered,03/25/2021 at 14:48,58.00,63,1,N/A,N/A,,,,
T2840,Vuori Clothing,Rib Crop Tank | Oregano,Oregano / XS,VW189OREXSM,843084187942,,,,,3.52,10.56,oz,delivered,03/25/2021 at 14:48,58.00,25,3,N/A,N/A,,,,
T2840,Vuori Clothing,Crescent Half Zip | Sierra Heather,Sierra Heather / L,VW220HISLRG,843084188628,,,,,6.88,13.76,oz,delivered,03/25/2021 at 14:48,68.00,15,2,N/A,N/A,,,,
T2840,Vuori Clothing,Crescent Half Zip | Sierra Heather,Sierra Heather / M,VW220HISMED,843084188611,,,,,6.88,20.64,oz,delivered,03/25/2021 at 14:48,68.00,12,3,N/A,N/A,,,,
T2840,Vuori Clothing,Crescent Half Zip | Sierra Heather,Sierra Heather / S,VW220HISSML,843084188604,,,,,6.88,20.64,oz,delivered,03/25/2021 at 14:48,68.00,14,3,N/A,N/A,,,,
T2840,Vuori Clothing,Crescent Half Zip | Sierra Heather,Sierra Heather / XL,VW220HISXLG,843084188635,,,,,6.88,6.88,oz,delivered,03/25/2021 at 14:48,68.00,4,1,N/A,N/A,,,,
T2840,Vuori Clothing,Crescent Half Zip | Sierra Heather,Sierra Heather / XS,VW220HISXSM,843084188598,,,,,6.88,20.64,oz,delivered,03/25/2021 at 14:48,68.00,10,3,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Essential Hoodie | Sierra Heather,Sierra Heather / L,VW226HISLRG,840159733998,,,,,8.96,35.84,oz,delivered,03/25/2021 at 14:48,84.00,266,4,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Essential Hoodie | Sierra Heather,Sierra Heather / M,VW226HISMED,840159733981,,,,,8.96,53.76,oz,delivered,03/25/2021 at 14:48,84.00,525,6,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Essential Hoodie | Sierra Heather,Sierra Heather / S,VW226HISSML,840159733974,,,,,8.96,53.76,oz,delivered,03/25/2021 at 14:48,84.00,422,6,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Essential Hoodie | Sierra Heather,Sierra Heather / XL,VW226HISXLG,840159734001,,,,,8.96,17.92,oz,delivered,03/25/2021 at 14:48,84.00,213,2,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Essential Hoodie | Sierra Heather,Sierra Heather / XS,VW226HISXSM,840159733967,,,,,8.96,35.84,oz,delivered,03/25/2021 at 14:48,84.00,203,4,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Essential Hoodie | Pale Heather Camo,Pale Heather Camo / L,VW226PHCLRG,843084188772,,,,,8.96,35.84,oz,delivered,03/25/2021 at 14:48,84.00,422,4,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Essential Hoodie | Pale Heather Camo,Pale Heather Camo / M,VW226PHCMED,843084188765,,,,,8.96,53.76,oz,delivered,03/25/2021 at 14:48,84.00,905,6,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Essential Hoodie | Pale Heather Camo,Pale Heather Camo / S,VW226PHCSML,843084188758,,,,,8.96,53.76,oz,delivered,03/25/2021 at 14:48,84.00,714,6,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Essential Hoodie | Pale Heather Camo,Pale Heather Camo / XL,VW226PHCXLG,843084188789,,,,,8.96,17.92,oz,delivered,03/25/2021 at 14:48,84.00,292,2,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Essential Hoodie | Pale Heather Camo,Pale Heather Camo / XS,VW226PHCXSM,843084188741,,,,,8.96,35.84,oz,delivered,03/25/2021 at 14:48,84.00,359,4,N/A,N/A,,,,
T2840,Vuori Clothing,Performance Jogger | Sierra Heather,Sierra Heather / L,VW303HISLRG,843084189526,,,,,8.32,33.28,oz,delivered,03/25/2021 at 14:48,84.00,931,4,N/A,N/A,,,,
T2840,Vuori Clothing,Performance Jogger | Sierra Heather,Sierra Heather / M,VW303HISMED,843084189519,,,,,8.32,66.56,oz,delivered,03/25/2021 at 14:48,84.00,1874,8,N/A,N/A,,,,
T2840,Vuori Clothing,Performance Jogger | Sierra Heather,Sierra Heather / S,VW303HISSML,843084189502,,,,,8.32,66.56,oz,delivered,03/25/2021 at 14:48,84.00,1666,8,N/A,N/A,,,,
T2840,Vuori Clothing,Performance Jogger | Sierra Heather,Sierra Heather / XL,VW303HISXLG,843084189533,,,,,8.32,16.64,oz,delivered,03/25/2021 at 14:48,84.00,348,2,N/A,N/A,,,,
T2840,Vuori Clothing,Performance Jogger | Sierra Heather,Sierra Heather / XS,VW303HISXSM,843084189496,,,,,8.32,49.92,oz,delivered,03/25/2021 at 14:48,84.00,598,6,N/A,N/A,,,,
T2840,Vuori Clothing,Daily Legging | Ocean Shibori,Ocean Shibori / L,VW323OSHLRG,843084189977,,,,,5.6,22.4,oz,delivered,03/25/2021 at 14:48,84.00,366,4,N/A,N/A,,,,
T2840,Vuori Clothing,Daily Legging | Ocean Shibori,Ocean Shibori / M,VW323OSHMED,843084189960,,,,,5.6,33.6,oz,delivered,03/25/2021 at 14:48,84.00,628,6,N/A,N/A,,,,
T2840,Vuori Clothing,Daily Legging | Ocean Shibori,Ocean Shibori / S,VW323OSHSML,843084189953,,,,,5.6,33.6,oz,delivered,03/25/2021 at 14:48,84.00,856,6,N/A,N/A,,,,
T2840,Vuori Clothing,Daily Legging | Ocean Shibori,Ocean Shibori / XL,VW323OSHXLG,843084189984,,,,,5.6,11.2,oz,delivered,03/25/2021 at 14:48,84.00,85,2,N/A,N/A,,,,
T2840,Vuori Clothing,Daily Legging | Ocean Shibori,Ocean Shibori / XS,VW323OSHXSM,843084189946,,,,,5.6,22.4,oz,delivered,03/25/2021 at 14:48,84.00,427,4,N/A,N/A,,,,
T2840,Vuori Clothing,Daily Legging | Sierra,Sierra / L,VW323SIELRG,843084190027,,,,,5.6,22.4,oz,delivered,03/25/2021 at 14:48,84.00,747,4,N/A,N/A,,,,
T2840,Vuori Clothing,Daily Legging | Sierra,Sierra / M,VW323SIEMED,843084190010,,,,,5.6,33.6,oz,delivered,03/25/2021 at 14:48,84.00,1407,6,N/A,N/A,,,,
T2840,Vuori Clothing,Daily Legging | Sierra,Sierra / S,VW323SIESML,843084190003,,,,,5.6,33.6,oz,delivered,03/25/2021 at 14:48,84.00,1541,6,N/A,N/A,,,,
T2840,Vuori Clothing,Daily Legging | Sierra,Sierra / XL,VW323SIEXLG,843084190034,,,,,5.6,11.2,oz,delivered,03/25/2021 at 14:48,84.00,205,2,N/A,N/A,,,,
T2840,Vuori Clothing,Daily Legging | Sierra,Sierra / XS,VW323SIEXSM,843084189991,,,,,5.6,22.4,oz,delivered,03/25/2021 at 14:48,84.00,660,4,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Performance Short | Kelp Heather,Kelp Heather / L,VW339HKELRG,843084190324,,,,,5.28,15.84,oz,delivered,03/25/2021 at 14:48,56.00,18,3,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Performance Short | Kelp Heather,Kelp Heather / M,VW339HKEMED,843084190317,,,,,5.28,21.12,oz,delivered,03/25/2021 at 14:48,56.00,15,4,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Performance Short | Kelp Heather,Kelp Heather / S,VW339HKESML,843084190300,,,,,5.28,21.12,oz,delivered,03/25/2021 at 14:48,56.00,16,4,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Performance Short | Kelp Heather,Kelp Heather / XL,VW339HKEXLG,843084190331,,,,,5.28,10.56,oz,delivered,03/25/2021 at 14:48,56.00,5,2,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Performance Short | Kelp Heather,Kelp Heather / XS,VW339HKEXSM,843084190294,,,,,5.28,15.84,oz,delivered,03/25/2021 at 14:48,56.00,11,3,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Performance Short | Pale Grey Heather,Pale Grey Heather / L,VW339PHGLRG,843084190379,,,,,5.28,21.12,oz,delivered,03/25/2021 at 14:48,56.00,119,4,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Performance Short | Pale Grey Heather,Pale Grey Heather / M,VW339PHGMED,843084190362,,,,,5.28,31.68,oz,delivered,03/25/2021 at 14:48,56.00,145,6,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Performance Short | Pale Grey Heather,Pale Grey Heather / S,VW339PHGSML,843084190355,,,,,5.28,31.68,oz,delivered,03/25/2021 at 14:48,56.00,125,6,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Performance Short | Pale Grey Heather,Pale Grey Heather / XL,VW339PHGXLG,843084190386,,,,,5.28,10.56,oz,delivered,03/25/2021 at 14:48,56.00,20,2,N/A,N/A,,,,
T2840,Vuori Clothing,Halo Performance Short | Pale Grey Heather,Pale Grey Heather / XS,VW339PHGXSM,843084190348,,,,,5.28,21.12,oz,delivered,03/25/2021 at 14:48,56.00,12,4,N/A,N/A,,,,
T2840,Vuori Clothing,Womens Ripstop Short | Army,Army / L,VW364ARMLRG,843084151172,"","","",,8.48,16.96,oz,delivered,03/25/2021 at 14:48,58.00,325,2,N/A,N/A,14.70,29.40,,
T2840,Vuori Clothing,Womens Ripstop Short | Army,Army / M,VW364ARMMED,843084151165,"","","",,8.48,25.44,oz,delivered,03/25/2021 at 14:48,58.00,576,3,N/A,N/A,14.70,44.10,,
T2840,Vuori Clothing,Womens Ripstop Short | Army,Army / S,VW364ARMSML,843084151158,"","","",,8.48,25.44,oz,delivered,03/25/2021 at 14:48,58.00,1122,3,N/A,N/A,14.70,44.10,,
T2840,Vuori Clothing,Womens Ripstop Short | Army,Army / XL,VW364ARMXLG,843084151189,"","","",,8.48,8.48,oz,delivered,03/25/2021 at 14:48,58.00,69,1,N/A,N/A,14.70,14.70,,
T2840,Vuori Clothing,Womens Ripstop Short | Army,Army / XS,VW364ARMXSM,843084151141,"","","",,8.48,25.44,oz,delivered,03/25/2021 at 14:48,58.00,515,3,N/A,N/A,14.70,44.10,,
T2840,Vuori Clothing,Womens Ripstop Short | Charcoal,Charcoal / L,VW364CCLLRG,843084151271,"","","",,8.48,16.96,oz,delivered,03/25/2021 at 14:48,58.00,306,2,N/A,N/A,14.70,29.40,,
T2840,Vuori Clothing,Womens Ripstop Short | Charcoal,Charcoal / M,VW364CCLMED,843084151264,"","","",,8.48,25.44,oz,delivered,03/25/2021 at 14:48,58.00,558,3,N/A,N/A,14.70,44.10,,
T2840,Vuori Clothing,Womens Ripstop Short | Charcoal,Charcoal / S,VW364CCLSML,843084151257,"","","",,8.48,25.44,oz,delivered,03/25/2021 at 14:48,58.00,922,3,N/A,N/A,14.70,44.10,,
T2840,Vuori Clothing,Womens Ripstop Short | Charcoal,Charcoal / XL,VW364CCLXLG,843084151288,"","","",,8.48,8.48,oz,delivered,03/25/2021 at 14:48,58.00,105,1,N/A,N/A,14.70,14.70,,
T2840,Vuori Clothing,Womens Ripstop Short | Charcoal,Charcoal / XS,VW364CCLXSM,843084151240,"","","",,8.48,25.44,oz,delivered,03/25/2021 at 14:48,58.00,428,3,N/A,N/A,14.70,44.10,,
T2840,Vuori Clothing,Womens Ripstop Short | Hazel,Hazel / L,VW364HZLLRG,843084190720,,,,,8.48,16.96,oz,delivered,03/25/2021 at 14:48,58.00,62,2,N/A,N/A,,,,
T2840,Vuori Clothing,Womens Ripstop Short | Hazel,Hazel / M,VW364HZLMED,843084190713,,,,,8.48,25.44,oz,delivered,03/25/2021 at 14:48,58.00,48,3,N/A,N/A,,,,
T2840,Vuori Clothing,Womens Ripstop Short | Hazel,Hazel / S,VW364HZLSML,843084190706,,,,,8.48,25.44,oz,delivered,03/25/2021 at 14:48,58.00,33,3,N/A,N/A,,,,
T2840,Vuori Clothing,Womens Ripstop Short | Hazel,Hazel / XL,VW364HZLXLG,843084190737,,,,,8.48,8.48,oz,delivered,03/25/2021 at 14:48,58.00,35,1,N/A,N/A,,,,
T2840,Vuori Clothing,Womens Ripstop Short | Hazel,Hazel / XS,VW364HZLXSM,843084190690,,,,,8.48,25.44,oz,delivered,03/25/2021 at 14:48,58.00,24,3,N/A,N/A,,,,
T2840,Vuori Clothing,Dash Short | Black,Black / L,VW367BLKLRG,843084161294,,,,,4.96,9.92,oz,delivered,03/25/2021 at 14:48,58.00,362,2,N/A,N/A,11.45,22.90,,
T2840,Vuori Clothing,Dash Short | Black,Black / M,VW367BLKMED,843084161287,,,,,4.96,19.84,oz,delivered,03/25/2021 at 14:48,58.00,686,4,N/A,N/A,11.45,45.80,,
T2840,Vuori Clothing,Dash Short | Black,Black / S,VW367BLKSML,843084161270,,,,,4.96,19.84,oz,delivered,03/25/2021 at 14:48,58.00,804,4,N/A,N/A,11.45,45.80,,
T2840,Vuori Clothing,Dash Short | Black,Black / XL,VW367BLKXLG,843084161300,,,,,4.96,4.96,oz,delivered,03/25/2021 at 14:48,58.00,134,1,N/A,N/A,11.45,11.45,,
T2840,Vuori Clothing,Dash Short | Black,Black / XS,VW367BLKXSM,843084161263,,,,,4.96,14.88,oz,delivered,03/25/2021 at 14:48,58.00,340,3,N/A,N/A,11.45,34.35,,
T2840,Vuori Clothing,Dash Short | Ink Splatter,Ink Splatter / L,VW367ISPLRG,843084161348,,,,,4.96,9.92,oz,delivered,03/25/2021 at 14:48,58.00,190,2,N/A,N/A,11.45,22.90,,
T2840,Vuori Clothing,Dash Short | Ink Splatter,Ink Splatter / M,VW367ISPMED,843084161331,,,,,4.96,19.84,oz,delivered,03/25/2021 at 14:48,58.00,325,4,N/A,N/A,11.45,45.80,,
T2840,Vuori Clothing,Dash Short | Ink Splatter,Ink Splatter / S,VW367ISPSML,843084161324,,,,,4.96,19.84,oz,delivered,03/25/2021 at 14:48,58.00,405,4,N/A,N/A,11.45,45.80,,
T2840,Vuori Clothing,Dash Short | Ink Splatter,Ink Splatter / XL,VW367ISPXLG,843084161355,,,,,4.96,4.96,oz,delivered,03/25/2021 at 14:48,58.00,60,1,N/A,N/A,11.45,11.45,,
T2840,Vuori Clothing,Dash Short | Ink Splatter,Ink Splatter / XS,VW367ISPXSM,843084161317,,,,,4.96,14.88,oz,delivered,03/25/2021 at 14:48,58.00,169,3,N/A,N/A,11.45,34.35,,
