843084137978	1
843084138975	1
843084188000	1
843084174423	1
843084188369	1
843084175529	1
843084174799	1
843084192755	1
840159737682	1
843084189397	1
843084189403	1
843084141579	1
843084183302	1
843084136391	1
843084196647	1
843084136384	1
843084136421	1
840159733837	1
840159733714	1
843084190645	1
843084189809	1
817718020561	1
840159734841	1
843084194780	1
843084194803	1
843084194728	1
843084179640	1
843084114931	1
840159733592	1
840159712092	4
843084183715	4
843084183722	1
843084179657	1
843084194766	1
843084172993	1
843084182817	1
817718025993	1
843084173204	2
843084154876	1
843084126590	4
843084163533	1
843084163540	4
843084118663	1
843084186761	1
843084166497	1
843084160174	1
840159711910	1
843084175871	1
840159711767	1
843084123506	1
843084150960	1
843084158317	1
840159733707	1
843084111480	1
843084182190	1
843084141876	4
840159711743	1
840159711750	1
843084184125	2
843084161027	1
843084125531	1
843084185825	1
843084158287	1
843084131211	1
840159733462	1
817718026297	1
840159711897	1
