843084125562	2
843084139323	2
843084165803	2
843084158423	2
843084154029	1
843084120154	1
843084167913	1
843084165933	1
843084165797	1
843084141937	1
840159714041	1
843084144334	1
843084105625	1
843084175529	1
843084140299	1
843084126613	1
840159714195	1
843084176236	1
843084157617	1
843084157624	1
843084167609	1
843084158942	1
843084165827	1
843084158980	1
843084123568	1
843084161485	1
843084163793	1
843084165902	1
843084139248	1
843084125531	1
843084194780	1
843084160228	1
843084145232	1
843084140039	1
843084152940	1
843084149865	1
843084118625	1
843084166442	1
843084149575	1
843084165919	1
843084112081	1
843084160822	1
843084186013	1
817718025801	1
843084128044	1
843084137978	1
843084175628	1
843084160747	1
843084163519	1
843084155156	1
840159714058	1
843084118663	1
843084160808	1
843084166312	1
843084176649	9
843084176656	7
843084176663	9
843084176670	7
843084176687	3
843084161911	5
843084161928	8
843084161935	5
843084161942	5
843084161959	2
843084161423	6
843084108824	1
843084179756	1
843084160129	1
843084160143	1
843084162802	1
817718026006	1
843084165315	1
843084113651	1
843084186501	1
843084192052	3
843084192045	1
843084165377	2
843084160167	1
843084160174	1
843084160105	4
843084160099	5
843084160082	3
843084150946	6
843084161430	2
843084157457	1
