Purchase Order,Vendor/Supplier,Product,Variant,SKU,Barcode,Supplier Code,ASIN,minimum_stock_quantity,Date 1,Weight,Total Weight,Weight Unit,Status,Received at,Retail Price,In Stock,Qty Ordered,Pack Size,Qty (packs) Ordered,Cost (base),Total Cost (base),Cost (supplier currency),Total Cost (supplier currency)
T2829,Vuori Clothing,Plyo Tank | Black,Black / XS,VW142BLKXSM,843084149391,"","","",,6.72,13.44,oz,delivered,03/26/2021 at 07:33,58.00,48,2,N/A,N/A,14.70,29.40,,
T2829,Vuori Clothing,Plyo Tank | Charcoal Heather,Charcoal Heather / M,VW142HCCMED,843084152520,"","","",,6.72,6.72,oz,delivered,03/26/2021 at 07:33,58.00,699,1,N/A,N/A,14.70,14.70,,
T2829,Vuori Clothing,Coast Tee | Black,Black / M,VW156BLKMED,843084149919,"","","",,3.84,3.84,oz,delivered,03/26/2021 at 07:33,48.00,560,1,N/A,N/A,10.50,10.50,,
T2829,Vuori Clothing,Coast Tee | White,White / M,VW156WHTMED,843084150069,"","","",,3.84,3.84,oz,delivered,03/26/2021 at 07:33,48.00,540,1,N/A,N/A,10.50,10.50,,
T2829,Vuori Clothing,Daily Bra | Black,Black / M,VW158BLKMED,843084150311,"","","",,2.72,2.72,oz,delivered,03/26/2021 at 07:33,48.00,35,1,N/A,N/A,12.40,12.40,,
T2829,Vuori Clothing,Mudra Fitted Tee | Black,Black / M,VW169BLKMED,843084158539,,,,,5.76,11.52,oz,delivered,03/26/2021 at 07:33,58.00,700,2,N/A,N/A,13.20,26.40,,
T2829,Vuori Clothing,Mudra Fitted Tee | Medium Heather Grey,Medium Heather Grey / S,VW169MHGSML,843084158577,,,,,5.76,5.76,oz,delivered,03/26/2021 at 07:33,58.00,627,1,N/A,N/A,13.20,13.20,,
T2829,Vuori Clothing,Mudra Fitted Tee | Medium Heather Grey,Medium Heather Grey / XS,VW169MHGXSM,843084158560,,,,,5.76,11.52,oz,delivered,03/26/2021 at 07:33,58.00,230,2,N/A,N/A,13.20,26.40,,
T2829,Vuori Clothing,Halo Performance Hoodie | Black,Black / L,VW201BLKLRG,817718021094,"","","",,12.16,12.16,oz,delivered,03/26/2021 at 07:33,89.00,3096,1,N/A,N/A,20.31,20.31,,
T2829,Vuori Clothing,Halo Performance Hoodie | Black,Black / M,VW201BLKMED,817718021087,"","","",,12.16,12.16,oz,delivered,03/26/2021 at 07:33,89.00,4241,1,N/A,N/A,20.31,20.31,,
T2829,Vuori Clothing,Halo Performance Hoodie | Black,Black / S,VW201BLKSML,817718021070,"","","",,12.16,12.16,oz,delivered,03/26/2021 at 07:33,89.00,6696,1,N/A,N/A,20.31,20.31,,
T2829,Vuori Clothing,Halo Performance Hoodie | Black,Black / XL,VW201BLKXLG,817718021100,"","","",,12.16,12.16,oz,delivered,03/26/2021 at 07:33,89.00,986,1,N/A,N/A,20.31,20.31,,
T2829,Vuori Clothing,Halo Performance Hoodie | Black,Black / XS,VW201BLKXSM,817718021063,"","","",,12.16,36.48,oz,delivered,03/26/2021 at 07:33,89.00,2332,3,N/A,N/A,20.31,60.93,,
T2829,Vuori Clothing,Halo Performance Hoodie | Heather Grey,Heather Grey / S,VW201HTGSML,817718021124,"","","",,12.16,24.32,oz,delivered,03/26/2021 at 07:33,89.00,5836,2,N/A,N/A,20.31,40.62,,
T2829,Vuori Clothing,Halo Performance Hoodie | Pale Grey Heather,Pale Grey Heather / L,VW201PHGLRG,843084188574,,,,,12.16,12.16,oz,delivered,03/26/2021 at 07:33,89.00,170,1,N/A,N/A,,,,
T2829,Vuori Clothing,Halo Essential Hoodie | Black Camo,Black Camo / M,VW226BCMMED,843084159031,,,,,8.96,17.92,oz,delivered,03/26/2021 at 07:33,84.00,169,2,N/A,N/A,19.85,39.70,,
T2829,Vuori Clothing,Halo Essential Hoodie | Black Camo,Black Camo / XS,VW226BCMXSM,843084159017,,,,,8.96,8.96,oz,delivered,03/26/2021 at 07:33,84.00,253,1,N/A,N/A,19.85,19.85,,
T2829,Vuori Clothing,Halo Essential Hoodie | Heather Grey,Heather Grey / S,VW226HTGSML,843084194629,,,,,8.96,26.88,oz,delivered,03/26/2021 at 07:33,84.00,250,3,N/A,N/A,19.85,59.55,,
T2829,Vuori Clothing,Restore Crew | Golden,Golden / L,VW235GDNLRG,843084159949,,,,,15.36,30.72,oz,delivered,03/26/2021 at 07:33,78.00,264,2,N/A,N/A,19.91,39.82,,
T2829,Vuori Clothing,Restore Crew | Golden,Golden / S,VW235GDNSML,843084159925,,,,,15.36,61.44,oz,delivered,03/26/2021 at 07:33,78.00,48,4,N/A,N/A,19.91,79.64,,
T2829,Vuori Clothing,Long-Sleeve Solstice Tee | Clay Heather,Clay Heather / XS,VW240HCAXSM,843084174423,,,,,3.36,6.72,oz,delivered,03/26/2021 at 07:33,58.00,109,2,N/A,N/A,10.00,20.00,,
T2829,Vuori Clothing,Long-Sleeve Halo Crew | Flax Heather,Flax Heather / L,VW241HFLLRG,840159725795,,,,,8.96,8.96,oz,delivered,03/26/2021 at 07:34,84.00,179,1,N/A,N/A,,,,
T2829,Vuori Clothing,Long-Sleeve Halo Crew | Flax Heather,Flax Heather / M,VW241HFLMED,840159725788,,,,,8.96,26.88,oz,delivered,03/26/2021 at 07:34,84.00,325,3,N/A,N/A,,,,
T2829,Vuori Clothing,Long-Sleeve Halo Crew | Flax Heather,Flax Heather / S,VW241HFLSML,840159725771,,,,,8.96,44.8,oz,delivered,03/26/2021 at 07:34,84.00,226,5,N/A,N/A,,,,
T2829,Vuori Clothing,Long-Sleeve Halo Crew | Flax Heather,Flax Heather / XS,VW241HFLXSM,840159725764,,,,,8.96,26.88,oz,delivered,03/26/2021 at 07:34,84.00,23,3,N/A,N/A,,,,
T2829,Vuori Clothing,Performance Jogger - Long | Black,Black / M,VW303-LBLKMED,843084176816,,,,,8.64,8.64,oz,delivered,03/26/2021 at 07:34,84.00,5172,1,N/A,N/A,16.92,16.92,,
T2829,Vuori Clothing,Performance Jogger - Long | Black,Black / S,VW303-LBLKSML,843084176809,,,,,8.64,34.56,oz,delivered,03/26/2021 at 07:34,84.00,8279,4,N/A,N/A,16.92,67.68,,
T2829,Vuori Clothing,Performance Jogger - Long | Charcoal Heather,Charcoal Heather / S,VW303-LHCCSML,843084176854,,,,,8.64,25.92,oz,delivered,03/26/2021 at 07:34,84.00,6307,3,N/A,N/A,16.92,50.76,,
T2829,Vuori Clothing,Performance Jogger - Long | Charcoal Heather,Charcoal Heather / XS,VW303-LHCCXSM,843084176847,,,,,8.64,17.28,oz,delivered,03/26/2021 at 07:34,84.00,3242,2,N/A,N/A,16.92,33.84,,
T2829,Vuori Clothing,Performance Jogger | Black Camo,Black Camo / M,VW303BCMMED,843084104239,"","","",,8.32,8.32,oz,delivered,03/26/2021 at 07:34,84.00,9278,1,N/A,N/A,16.55,16.55,,
T2829,Vuori Clothing,Performance Jogger | Black Camo,Black Camo / XS,VW303BCMXSM,843084104215,"","","",,8.32,24.96,oz,delivered,03/26/2021 at 07:34,84.00,10307,3,N/A,N/A,16.55,49.65,,
T2829,Vuori Clothing,Performance Jogger | Black,Black / M,VW303BLKMED,867810005843,"","","",,8.32,49.92,oz,delivered,03/26/2021 at 07:34,84.00,17737,6,N/A,N/A,16.55,99.30,,
T2829,Vuori Clothing,Performance Jogger | Black,Black / S,VW303BLKSML,867810005836,"","","",,8.32,58.24,oz,delivered,03/26/2021 at 07:34,84.00,28260,7,N/A,N/A,16.55,115.85,,
T2829,Vuori Clothing,Performance Jogger | Burnt Clay Heather,Burnt Clay Heather / L,VW303HBCLRG,843084189472,,,,,8.32,8.32,oz,delivered,03/26/2021 at 07:34,84.00,624,1,N/A,N/A,,,,
T2829,Vuori Clothing,Performance Jogger | Burnt Clay Heather,Burnt Clay Heather / S,VW303HBCSML,843084189458,,,,,8.32,24.96,oz,delivered,03/26/2021 at 07:34,84.00,1049,3,N/A,N/A,,,,
T2829,Vuori Clothing,Performance Jogger | Burnt Clay Heather,Burnt Clay Heather / XS,VW303HBCXSM,843084189441,,,,,8.32,24.96,oz,delivered,03/26/2021 at 07:34,84.00,197,3,N/A,N/A,,,,
T2829,Vuori Clothing,Performance Jogger | Flax Heather,Flax Heather / L,VW303HFLLRG,840159727478,,,,,8.32,16.64,oz,delivered,03/26/2021 at 07:34,84.00,1227,2,N/A,N/A,,,,
T2829,Vuori Clothing,Performance Jogger | Flax Heather,Flax Heather / S,VW303HFLSML,840159727454,,,,,8.32,24.96,oz,delivered,03/26/2021 at 07:34,84.00,2465,3,N/A,N/A,,,,
T2829,Vuori Clothing,Performance Jogger | Navy Heather,Navy Heather / M,VW303HNVMED,867810008042,"","","",,8.32,16.64,oz,delivered,03/26/2021 at 07:34,84.00,4832,2,N/A,N/A,16.55,33.10,,
T2829,Vuori Clothing,Performance Jogger | Navy Heather,Navy Heather / S,VW303HNVSML,867810008035,"","","",,8.32,33.28,oz,delivered,03/26/2021 at 07:34,84.00,9036,4,N/A,N/A,16.55,66.20,,
T2829,Vuori Clothing,Performance Jogger | Navy Heather,Navy Heather / XS,VW303HNVXSM,867810008028,"","","",,8.32,8.32,oz,delivered,03/26/2021 at 07:34,84.00,4733,1,N/A,N/A,16.55,16.55,,
T2829,Vuori Clothing,Performance Jogger | Pale Heather Camo,Pale Heather Camo / S,VW303PHCSML,843084189601,,,,,8.32,33.28,oz,delivered,03/26/2021 at 07:34,84.00,2201,4,N/A,N/A,,,,
T2829,Vuori Clothing,Performance Jogger | Pale Heather Camo,Pale Heather Camo / XS,VW303PHCXSM,843084189595,,,,,8.32,49.92,oz,delivered,03/26/2021 at 07:34,84.00,738,6,N/A,N/A,,,,
T2829,Vuori Clothing,Daily Legging | Black Camo,Black Camo / L,VW323BCMLRG,843084154463,"","","",,5.6,5.6,oz,delivered,03/26/2021 at 07:34,84.00,2053,1,N/A,N/A,19.45,19.45,,
T2829,Vuori Clothing,Daily Legging | Black Camo,Black Camo / M,VW323BCMMED,843084154456,"","","",,5.6,5.6,oz,delivered,03/26/2021 at 07:34,84.00,5192,1,N/A,N/A,19.45,19.45,,
T2829,Vuori Clothing,Daily Legging | Black Camo,Black Camo / S,VW323BCMSML,843084154449,"","","",,5.6,28.0,oz,delivered,03/26/2021 at 07:34,84.00,8591,5,N/A,N/A,19.45,97.25,,
T2829,Vuori Clothing,Daily Legging | Black Camo,Black Camo / XS,VW323BCMXSM,843084154432,"","","",,5.6,11.2,oz,delivered,03/26/2021 at 07:34,84.00,3916,2,N/A,N/A,19.45,38.90,,
T2829,Vuori Clothing,Daily Legging | Black,Black / L,VW323BLKLRG,843084105212,"","","",,5.6,5.6,oz,delivered,03/26/2021 at 07:34,84.00,715,1,N/A,N/A,19.45,19.45,,
T2829,Vuori Clothing,Daily Legging | Black,Black / M,VW323BLKMED,843084105205,"","","",,5.6,11.2,oz,delivered,03/26/2021 at 07:34,84.00,1436,2,N/A,N/A,19.45,38.90,,
T2829,Vuori Clothing,Daily Legging | Black,Black / S,VW323BLKSML,843084105199,"","","",,5.6,16.8,oz,delivered,03/26/2021 at 07:34,84.00,2950,3,N/A,N/A,19.45,58.35,,
T2829,Vuori Clothing,Daily Legging | Dusk,Dusk / M,VW323DSKMED,843084150618,"","","",,5.6,5.6,oz,delivered,03/26/2021 at 07:34,84.00,1381,1,N/A,N/A,19.45,19.45,,
T2829,Vuori Clothing,Daily Legging | Green Camo,Green Camo / S,VW323GMOSML,843084160525,,,,,5.6,11.2,oz,delivered,03/26/2021 at 07:34,84.00,1823,2,N/A,N/A,19.45,38.90,,
T2829,Vuori Clothing,Elevation Performance Legging | Black Camo,Black Camo / M,VW325BCMMED,843084150663,"","","",,14.0,28.0,g,delivered,03/26/2021 at 07:34,89.00,124,2,N/A,N/A,16.35,32.70,,
T2829,Vuori Clothing,Elevation Performance Legging | Black Camo,Black Camo / S,VW325BCMSML,843084150656,"","","",,14.0,42.0,g,delivered,03/26/2021 at 07:34,89.00,427,3,N/A,N/A,16.35,49.05,,
T2829,Vuori Clothing,Pace High Rise Legging | Black,Black / M,VW329BLKMED,843084112319,"","","",,6.7,20.1,oz,delivered,03/26/2021 at 07:34,89.00,14,3,N/A,N/A,20.45,61.35,,
T2829,Vuori Clothing,Pace High Rise Legging | Black,Black / XS,VW329BLKXSM,843084112296,"","","",,6.7,6.7,oz,delivered,03/26/2021 at 07:34,89.00,204,1,N/A,N/A,20.45,20.45,,
T2829,Vuori Clothing,Halo Performance Short | Black,Black / S,VW339BLKSML,843084114788,"","","",,5.28,15.84,oz,delivered,03/26/2021 at 07:34,56.00,1805,3,N/A,N/A,12.75,38.25,,
T2829,Vuori Clothing,Halo Performance Short | Burnt Clay Heather,Burnt Clay Heather / M,VW339HBCMED,843084190263,,,,,5.28,10.56,oz,delivered,03/26/2021 at 07:34,56.00,229,2,N/A,N/A,,,,
T2829,Vuori Clothing,Halo Performance Short | Burnt Clay Heather,Burnt Clay Heather / S,VW339HBCSML,843084190256,,,,,5.28,15.84,oz,delivered,03/26/2021 at 07:34,56.00,199,3,N/A,N/A,,,,
T2829,Vuori Clothing,Tavi Short | Charcoal Big Flower,Charcoal Big Flower / XS,VW361HBFXSM,843084160969,,,,,3.68,3.68,oz,delivered,03/26/2021 at 07:34,64.00,184,1,N/A,N/A,15.00,15.00,,
T2829,Vuori Clothing,Clean Elevation Shorty | Black Camo,Black Camo / L,VW381BCMLRG,840159735282,,,,,5.28,5.28,oz,delivered,03/26/2021 at 07:34,54.00,198,1,N/A,N/A,,,,
T2829,Vuori Clothing,Clean Elevation Shorty | Black Camo,Black Camo / M,VW381BCMMED,840159735275,,,,,5.28,10.56,oz,delivered,03/26/2021 at 07:34,54.00,281,2,N/A,N/A,,,,
T2829,Vuori Clothing,Clean Elevation Shorty | Black Camo,Black Camo / S,VW381BCMSML,840159735268,,,,,5.28,10.56,oz,delivered,03/26/2021 at 07:34,54.00,411,2,N/A,N/A,,,,
T2829,Vuori Clothing,Clean Elevation Shorty | Black Camo,Black Camo / XS,VW381BCMXSM,840159735251,,,,,5.28,10.56,oz,delivered,03/26/2021 at 07:34,54.00,178,2,N/A,N/A,,,,
T2829,Vuori Clothing,Clean Elevation Shorty | Burnt Clay Heather,Burnt Clay Heather / L,VW381HBCLRG,840159735350,,,,,5.28,5.28,oz,delivered,03/26/2021 at 07:34,54.00,285,1,N/A,N/A,,,,
T2829,Vuori Clothing,Clean Elevation Shorty | Burnt Clay Heather,Burnt Clay Heather / XS,VW381HBCXSM,840159735329,,,,,5.28,15.84,oz,delivered,03/26/2021 at 07:34,54.00,240,3,N/A,N/A,,,,
T2829,Vuori Clothing,Wayfarer Pant | Black,Black / M,VW404BLKMED,843084147939,"","","",,8.8,8.8,oz,delivered,03/26/2021 at 07:34,98.00,688,1,N/A,N/A,25.73,25.73,,
T2829,Vuori Clothing,Clean Elevation Legging | Black Camo,Black Camo / M,VW409BCMMED,840159711552,,,,,7.52,15.04,oz,delivered,03/26/2021 at 07:34,89.00,770,2,N/A,N/A,20.55,41.10,,
T2829,Vuori Clothing,Clean Elevation Legging | Black Camo,Black Camo / XS,VW409BCMXSM,840159711538,,,,,7.52,22.56,oz,delivered,03/26/2021 at 07:34,89.00,281,3,N/A,N/A,20.55,61.65,,
T2829,Vuori Clothing,Clean Elevation Legging | Charcoal Heather,Charcoal Heather / XS,VW409HCCXSM,843084161560,,,,,7.52,7.52,oz,delivered,03/26/2021 at 07:34,89.00,93,1,N/A,N/A,20.55,20.55,,
T2829,Vuori Clothing,Clean Elevation Legging | Oregano Heather,Oregano Heather / M,VW409HORMED,843084161638,,,,,7.52,7.52,oz,delivered,03/26/2021 at 07:34,89.00,775,1,N/A,N/A,20.55,20.55,,
T2829,Vuori Clothing,Clean Elevation Legging | Oregano Heather,Oregano Heather / XS,VW409HORXSM,843084161614,,,,,7.52,15.04,oz,delivered,03/26/2021 at 07:34,89.00,490,2,N/A,N/A,20.55,41.10,,
T2829,Vuori Clothing,Daily Jogger | Black,Black / M,VW418BLKMED,843084162031,,,,,7.04,7.04,oz,delivered,03/26/2021 at 07:34,84.00,937,1,N/A,N/A,19.95,19.95,,
T2829,Vuori Clothing,Daily Jogger | Oregano,Oregano / XS,VW418OREXSM,843084162062,,,,,7.04,7.04,oz,delivered,03/26/2021 at 07:34,84.00,263,1,N/A,N/A,19.95,19.95,,
T2829,Vuori Clothing,Lux Harem | Black,Black / L,VW427BLKLRG,840159729649,,,,,8.32,16.64,oz,delivered,03/26/2021 at 07:34,78.00,106,2,N/A,N/A,,,,
T2829,Vuori Clothing,Lux Harem | Black,Black / S,VW427BLKSML,840159729625,,,,,8.32,8.32,oz,delivered,03/26/2021 at 07:34,78.00,206,1,N/A,N/A,,,,
T2829,Vuori Clothing,Lux Harem | Black,Black / XS,VW427BLKXSM,840159729618,,,,,8.32,24.96,oz,delivered,03/26/2021 at 07:34,78.00,94,3,N/A,N/A,,,,
T2829,Vuori Clothing,Womens Outdoor Trainer Shell | Black Camo,Black Camo / L,VW501BCMLRG,843084112777,"","","",,12.32,12.32,oz,delivered,03/26/2021 at 07:34,110.00,227,1,N/A,N/A,27.20,27.20,,
T2829,Vuori Clothing,Womens Outdoor Trainer Shell | Black Camo,Black Camo / M,VW501BCMMED,843084112760,"","","",,12.32,24.64,oz,delivered,03/26/2021 at 07:34,110.00,393,2,N/A,N/A,27.20,54.40,,
T2829,Vuori Clothing,Womens Ripstop Jacket | Charcoal,Charcoal / S,VW523CCLSML,843084193400,,,,,13.44,13.44,oz,delivered,03/26/2021 at 07:34,98.00,515,1,N/A,N/A,,,,
T2829,Vuori Clothing,Womens Ripstop Jacket | Oregano Camo,Oregano Camo / XS,VW523ORCXSM,843084193448,,,,,13.44,13.44,oz,delivered,03/26/2021 at 07:34,98.00,114,1,N/A,N/A,,,,
T2829,Vuori Clothing,Daily Headband | Black,Black / ONS,VW805BLKONS,843084163076,,,,,0.96,0.96,oz,delivered,03/26/2021 at 07:34,18.00,414,1,N/A,N/A,5.15,5.15,,
