Trnf#,Line,Priority,Sts,Style,Clr,Style Description,Color Description,Size Type,Size,O Qty,Shp Qty,Rec Qty,Style Color Std Cost,Trns Value,Markdown MSRP,Outlet MSRP,Wholesale Price,Segment Code,Inventory Classification,Sts,Prt,From,To,Cost,Via,Reference,Ent Date,Shp Date,Rec Date,ETA Date,Order,Fabric Content,HTS Code,Hts Description,Country Of Origin,COO Description,Style Color FOB,BOL #,Division,Division Description,Label,Label Description,Category,Category Description,NAFTA Compliant,UPC Code
3425,1600,,O,VW156,WHT,Coast Tee,White,_,L,2,2,0,10.7,21.4,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,96% Pima Cotton with SeaCell 4% Elastane,6110.30.3059,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1610,,O,VW158,BLK,Daily Bra,Black,_,S,3,3,0,12.6,37.8,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,72% Polyester 28% Elastane,6212.10.9020,WOMENS KNIT SPORTSBRAS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C2,SPORTSBRAS,AP,APPAREL,N,8.43084E+11
3425,1610,,O,VW158,BLK,Daily Bra,Black,_,M,7,7,0,12.6,88.2,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,72% Polyester 28% Elastane,6212.10.9020,WOMENS KNIT SPORTSBRAS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C2,SPORTSBRAS,AP,APPAREL,N,8.43084E+11
3425,1610,,O,VW158,BLK,Daily Bra,Black,_,L,5,5,0,12.6,63,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,72% Polyester 28% Elastane,6212.10.9020,WOMENS KNIT SPORTSBRAS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C2,SPORTSBRAS,AP,APPAREL,N,8.43084E+11
3425,1620,,O,VW158,ORE,Daily Bra,Oregano,_,S,11,11,0,12.6,138.6,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,72% Polyester 28% Elastane,6212.10.9020,WOMENS KNIT SPORTSBRAS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C2,SPORTSBRAS,AP,APPAREL,N,8.43084E+11
3425,1620,,O,VW158,ORE,Daily Bra,Oregano,_,M,2,2,0,12.6,25.2,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,72% Polyester 28% Elastane,6212.10.9020,WOMENS KNIT SPORTSBRAS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C2,SPORTSBRAS,AP,APPAREL,N,8.43084E+11
3425,1620,,O,VW158,ORE,Daily Bra,Oregano,_,L,3,3,0,12.6,37.8,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,72% Polyester 28% Elastane,6212.10.9020,WOMENS KNIT SPORTSBRAS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C2,SPORTSBRAS,AP,APPAREL,N,8.43084E+11
3425,1620,,O,VW158,ORE,Daily Bra,Oregano,_,XL,1,1,0,12.6,12.6,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,72% Polyester 28% Elastane,6212.10.9020,WOMENS KNIT SPORTSBRAS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C2,SPORTSBRAS,AP,APPAREL,N,8.43084E+11
3425,1630,,O,VW164,HTW,L/S Mudra Tee,White Heather,_,M,2,1,0,21.79,21.79,0,0,39,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Polyester 11% Elastane,,,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1640,,O,VW164,MHG,L/S Mudra Tee,Medium Heather Grey,_,XS,4,4,0,21.79,87.16,0,0,39,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Polyester 11% Elastane,,,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1640,,O,VW164,MHG,L/S Mudra Tee,Medium Heather Grey,_,XL,2,2,0,21.79,43.58,0,0,39,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Polyester 11% Elastane,,,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1650,,O,VW169,BLK,Mudra Fitted Tee,Black,_,XS,7,7,0,13.2,92.4,0,0,29,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,87% Modal Rayon 13% Elastane,6110.30.3059,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1650,,O,VW169,BLK,Mudra Fitted Tee,Black,_,S,4,4,0,13.2,52.8,0,0,29,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,87% Modal Rayon 13% Elastane,6110.30.3059,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1650,,O,VW169,BLK,Mudra Fitted Tee,Black,_,M,8,8,0,13.2,105.6,0,0,29,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,87% Modal Rayon 13% Elastane,6110.30.3059,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1660,,O,VW169,HTW,Mudra Fitted Tee,White Heather,_,XS,14,14,0,13.2,184.8,0,0,29,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,87% Modal Rayon 13% Elastane,6110.30.3059,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1670,,O,VW169,MHG,Mudra Fitted Tee,Medium Heather Grey,_,XS,3,3,0,13.2,39.6,0,0,29,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,87% Modal Rayon 13% Elastane,6110.30.3059,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1680,,O,VW189,ORE,Rib Crop Tank,Oregano,_,M,10,10,0,13.15,131.5,0,0,29,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,96% Nylon 4% Elastane,6109.90.1065,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1680,,O,VW189,ORE,Rib Crop Tank,Oregano,_,L,1,1,0,13.15,13.15,0,0,29,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,96% Nylon 4% Elastane,6109.90.1065,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1690,,O,VW189,TER,Rib Crop Tank,Terracotta,_,S,1,1,0,13.15,13.15,0,0,29,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,96% Nylon 4% Elastane,6109.90.1065,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1700,,O,VW192,BCY,Cove Tank,Burnt Clay,_,XS,4,4,0,12,48,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,96% Modal 4% Elastane,6109.90.1065,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1700,,O,VW192,BCY,Cove Tank,Burnt Clay,_,S,1,1,0,12,12,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,96% Modal 4% Elastane,6109.90.1065,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1700,,O,VW192,BCY,Cove Tank,Burnt Clay,_,XL,1,1,0,12,12,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,96% Modal 4% Elastane,6109.90.1065,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1710,,O,VW192,LHG,Cove Tank,Light Heather Grey,_,S,4,4,0,12,48,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,96% Modal 4% Elastane,6109.90.1065,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1710,,O,VW192,LHG,Cove Tank,Light Heather Grey,_,M,1,1,0,12,12,0,0,24,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,96% Modal 4% Elastane,6109.90.1065,WOMENS KNIT TOPS,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C1,TOPS,AP,APPAREL,N,8.43084E+11
3425,1720,,O,VW201,BLK,Halo Performance Hoodie,Black,_,XS,9,9,0,24.95,224.55,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.17718E+11
3425,1720,,O,VW201,BLK,Halo Performance Hoodie,Black,_,S,9,9,0,24.95,224.55,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.17718E+11
3425,1720,,O,VW201,BLK,Halo Performance Hoodie,Black,_,M,12,12,0,24.95,299.4,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.17718E+11
3425,1720,,O,VW201,BLK,Halo Performance Hoodie,Black,_,L,7,7,0,24.95,174.65,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.17718E+11
3425,1730,,O,VW201,HBC,Halo Performance Hoodie,Burnt Clay Heather,_,XS,3,3,0,24.95,74.85,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1730,,O,VW201,HBC,Halo Performance Hoodie,Burnt Clay Heather,_,M,1,1,0,24.95,24.95,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1730,,O,VW201,HBC,Halo Performance Hoodie,Burnt Clay Heather,_,L,3,2,0,24.95,49.9,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1730,,O,VW201,HBC,Halo Performance Hoodie,Burnt Clay Heather,_,XL,5,5,0,24.95,124.75,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1740,,O,VW201,HTG,Halo Performance Hoodie,Heather Grey,_,M,13,13,0,24.95,324.35,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.17718E+11
3425,1750,,O,VW201,PHG,Halo Performance Hoodie,Pale Grey Heather,_,XS,2,2,0,24.95,49.9,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1750,,O,VW201,PHG,Halo Performance Hoodie,Pale Grey Heather,_,S,3,3,0,24.95,74.85,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1750,,O,VW201,PHG,Halo Performance Hoodie,Pale Grey Heather,_,M,7,7,0,24.95,174.65,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1750,,O,VW201,PHG,Halo Performance Hoodie,Pale Grey Heather,_,L,4,4,0,24.95,99.8,0,0,44.5,,STND,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,16.26,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1760,,O,VW226,BCM,Halo Essential Hoodie,Black Camo,_,M,10,10,0,21.6,216,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1760,,O,VW226,BCM,Halo Essential Hoodie,Black Camo,_,L,1,1,0,21.6,21.6,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1770,,O,VW226,HCC,Halo Essential Hoodie,Charcoal Heather,_,XS,2,2,0,21.6,43.2,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1770,,O,VW226,HCC,Halo Essential Hoodie,Charcoal Heather,_,S,5,5,0,21.6,108,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1770,,O,VW226,HCC,Halo Essential Hoodie,Charcoal Heather,_,M,5,5,0,21.6,108,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1780,,O,VW226,HDG,Halo Essential Hoodie,Dove Grey Heather,_,XS,3,3,0,21.6,64.8,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1780,,O,VW226,HDG,Halo Essential Hoodie,Dove Grey Heather,_,S,4,4,0,21.6,86.4,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1780,,O,VW226,HDG,Halo Essential Hoodie,Dove Grey Heather,_,M,12,12,0,21.6,259.2,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1780,,O,VW226,HDG,Halo Essential Hoodie,Dove Grey Heather,_,L,9,9,0,21.6,194.4,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1780,,O,VW226,HDG,Halo Essential Hoodie,Dove Grey Heather,_,XL,1,1,0,21.6,21.6,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1790,,O,VW226,HIS,Halo Essential Hoodie,Sierra Heather,_,S,15,15,0,21.6,324,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.4016E+11
3425,1790,,O,VW226,HIS,Halo Essential Hoodie,Sierra Heather,_,M,8,8,0,21.6,172.8,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.4016E+11
3425,1790,,O,VW226,HIS,Halo Essential Hoodie,Sierra Heather,_,L,3,3,0,21.6,64.8,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.4016E+11
3425,1800,,O,VW226,HKE,Halo Essential Hoodie,Kelp Heather,_,XS,1,1,0,21.6,21.6,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1800,,O,VW226,HKE,Halo Essential Hoodie,Kelp Heather,_,S,8,8,0,21.6,172.8,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1800,,O,VW226,HKE,Halo Essential Hoodie,Kelp Heather,_,M,13,13,0,21.6,280.8,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1800,,O,VW226,HKE,Halo Essential Hoodie,Kelp Heather,_,L,11,11,0,21.6,237.6,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1810,,O,VW226,HTG,Halo Essential Hoodie,Heather Grey,_,M,3,3,0,21.6,64.8,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1820,,O,VW226,PHC,Halo Essential Hoodie,Pale Heather Camo,_,S,9,9,0,21.6,194.4,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1820,,O,VW226,PHC,Halo Essential Hoodie,Pale Heather Camo,_,M,10,10,0,21.6,216,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1820,,O,VW226,PHC,Halo Essential Hoodie,Pale Heather Camo,_,XL,2,2,0,21.6,43.2,0,0,42,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,89% Recycled Polyester 11% Elastane,6110.30.3045,WOMENS KNIT FLEECE,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1830,,O,VW235,BIS,Restore Crew,Bisque,_,XS,3,2,0,19.91,39.82,0,0,39,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,66% Cotton 34% Polyester,,,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1830,,O,VW235,BIS,Restore Crew,Bisque,_,S,2,2,0,19.91,39.82,0,0,39,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,66% Cotton 34% Polyester,,,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1830,,O,VW235,BIS,Restore Crew,Bisque,_,M,12,12,0,19.91,238.92,0,0,39,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,66% Cotton 34% Polyester,,,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1830,,O,VW235,BIS,Restore Crew,Bisque,_,L,7,7,0,19.91,139.37,0,0,39,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,66% Cotton 34% Polyester,,,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
3425,1840,,O,VW235,GDN,Restore Crew,Golden,_,M,10,10,0,19.91,199.1,0,0,39,,,T,,A1,VR,FOB,CPU,TO 3425 ENCINITAS,4/26/2021,4/28/2021,4/30/2021,5/1/2021,1715327,66% Cotton 34% Polyester,,,CN,CHINA,0,ENC04282021,WN,WOMEN'S,C6,FLEECE,AP,APPAREL,N,8.43084E+11
